id_sentence_id_term,id_sentence,id_term,term
246_7,246,7,john
247_1,247,1,every
247_2,247,2,woman
247_3,247,3,that
247_4,247,4,likes
247_5,247,5,john
247_6,247,6,likes
247_7,247,7,annie
248_1,248,1,every
248_2,248,2,woman
248_3,248,3,that
248_4,248,4,likes
248_5,248,5,john
248_6,248,6,likes
248_7,248,7,monet
249_1,249,1,every
249_2,249,2,woman
249_3,249,3,that
249_4,249,4,likes
249_5,249,5,john
249_6,249,6,admires
249_7,249,7,john
250_1,250,1,every
250_2,250,2,woman
250_3,250,3,that
250_4,250,4,likes
250_5,250,5,john
250_6,250,6,admires
250_7,250,7,annie
251_1,251,1,every
251_2,251,2,woman
251_3,251,3,that
251_4,251,4,likes
251_5,251,5,john
251_6,251,6,admires
251_7,251,7,monet
252_1,252,1,every
252_2,252,2,woman
252_3,252,3,that
252_4,252,4,likes
252_5,252,5,annie
252_6,252,6,likes
252_7,252,7,john
253_1,253,1,every
253_2,253,2,woman
253_3,253,3,that
253_4,253,4,likes
253_5,253,5,annie
253_6,253,6,likes
253_7,253,7,annie
254_1,254,1,every
254_2,254,2,woman
254_3,254,3,that
254_4,254,4,likes
254_5,254,5,annie
254_6,254,6,likes
254_7,254,7,monet
255_1,255,1,every
255_2,255,2,woman
255_3,255,3,that
255_4,255,4,likes
255_5,255,5,annie
255_6,255,6,admires
255_7,255,7,john
256_1,256,1,every
256_2,256,2,woman
256_3,256,3,that
256_4,256,4,likes
256_5,256,5,annie
256_6,256,6,admires
256_7,256,7,annie
257_1,257,1,every
257_2,257,2,woman
257_3,257,3,that
257_4,257,4,likes
257_5,257,5,annie
257_6,257,6,admires
257_7,257,7,monet
258_1,258,1,every
258_2,258,2,woman
258_3,258,3,that
258_4,258,4,likes
258_5,258,5,monet
258_6,258,6,likes
258_7,258,7,john
259_1,259,1,every
259_2,259,2,woman
259_3,259,3,that
259_4,259,4,likes
259_5,259,5,monet
259_6,259,6,likes
259_7,259,7,annie
260_1,260,1,every
260_2,260,2,woman
260_3,260,3,that
260_4,260,4,likes
260_5,260,5,monet
260_6,260,6,likes
260_7,260,7,monet
261_1,261,1,every
261_2,261,2,woman
261_3,261,3,that
261_4,261,4,likes
261_5,261,5,monet
261_6,261,6,admires
261_7,261,7,john
262_1,262,1,every
262_2,262,2,woman
262_3,262,3,that
262_4,262,4,likes
262_5,262,5,monet
262_6,262,6,admires
262_7,262,7,annie
263_1,263,1,every
263_2,263,2,woman
263_3,263,3,that
263_4,263,4,likes
263_5,263,5,monet
263_6,263,6,admires
263_7,263,7,monet
264_1,264,1,every
264_2,264,2,woman
264_3,264,3,that
264_4,264,4,admires
264_5,264,5,every
264_6,264,6,man
264_7,264,7,paints
265_1,265,1,every
265_2,265,2,woman
265_3,265,3,that
265_4,265,4,admires
265_5,265,5,every
265_6,265,6,woman
265_7,265,7,paints
266_1,266,1,every
266_2,266,2,woman
266_3,266,3,that
266_4,266,4,admires
266_5,266,5,a
266_6,266,6,man
266_7,266,7,paints
267_1,267,1,every
267_2,267,2,woman
267_3,267,3,that
267_4,267,4,admires
267_5,267,5,a
267_6,267,6,woman
267_7,267,7,paints
268_1,268,1,every
268_2,268,2,woman
268_3,268,3,that
268_4,268,4,admires
268_5,268,5,john
268_6,268,6,likes
268_7,268,7,john
269_1,269,1,every
269_2,269,2,woman
269_3,269,3,that
269_4,269,4,admires
269_5,269,5,john
269_6,269,6,likes
269_7,269,7,annie
270_1,270,1,every
270_2,270,2,woman
270_3,270,3,that
270_4,270,4,admires
270_5,270,5,john
270_6,270,6,likes
270_7,270,7,monet
271_1,271,1,every
271_2,271,2,woman
271_3,271,3,that
271_4,271,4,admires
271_5,271,5,john
271_6,271,6,admires
271_7,271,7,john
272_1,272,1,every
272_2,272,2,woman
272_3,272,3,that
272_4,272,4,admires
272_5,272,5,john
272_6,272,6,admires
272_7,272,7,annie
273_1,273,1,every
273_2,273,2,woman
273_3,273,3,that
273_4,273,4,admires
273_5,273,5,john
273_6,273,6,admires
273_7,273,7,monet
274_1,274,1,every
274_2,274,2,woman
274_3,274,3,that
274_4,274,4,admires
274_5,274,5,annie
274_6,274,6,likes
274_7,274,7,john
275_1,275,1,every
275_2,275,2,woman
275_3,275,3,that
275_4,275,4,admires
275_5,275,5,annie
275_6,275,6,likes
275_7,275,7,annie
276_1,276,1,every
276_2,276,2,woman
276_3,276,3,that
276_4,276,4,admires
276_5,276,5,annie
276_6,276,6,likes
276_7,276,7,monet
277_1,277,1,every
277_2,277,2,woman
277_3,277,3,that
277_4,277,4,admires
277_5,277,5,annie
277_6,277,6,admires
277_7,277,7,john
278_1,278,1,every
278_2,278,2,woman
278_3,278,3,that
278_4,278,4,admires
278_5,278,5,annie
278_6,278,6,admires
278_7,278,7,annie
279_1,279,1,every
279_2,279,2,woman
279_3,279,3,that
279_4,279,4,admires
279_5,279,5,annie
279_6,279,6,admires
279_7,279,7,monet
280_1,280,1,every
280_2,280,2,woman
280_3,280,3,that
280_4,280,4,admires
280_5,280,5,monet
280_6,280,6,likes
280_7,280,7,john
281_1,281,1,every
281_2,281,2,woman
281_3,281,3,that
281_4,281,4,admires
281_5,281,5,monet
281_6,281,6,likes
281_7,281,7,annie
282_1,282,1,every
282_2,282,2,woman
282_3,282,3,that
282_4,282,4,admires
282_5,282,5,monet
282_6,282,6,likes
282_7,282,7,monet
283_1,283,1,every
283_2,283,2,woman
283_3,283,3,that
283_4,283,4,admires
283_5,283,5,monet
283_6,283,6,admires
283_7,283,7,john
284_1,284,1,every
284_2,284,2,woman
284_3,284,3,that
284_4,284,4,admires
284_5,284,5,monet
284_6,284,6,admires
284_7,284,7,annie
285_1,285,1,every
285_2,285,2,woman
285_3,285,3,that
285_4,285,4,admires
285_5,285,5,monet
285_6,285,6,admires
285_7,285,7,monet
286_1,286,1,every
286_2,286,2,woman
286_3,286,3,that
286_4,286,4,paints
286_5,286,5,likes
286_6,286,6,every
286_7,286,7,man
287_1,287,1,every
287_2,287,2,woman
287_3,287,3,that
287_4,287,4,paints
287_5,287,5,likes
287_6,287,6,every
287_7,287,7,woman
288_1,288,1,every
288_2,288,2,woman
288_3,288,3,that
288_4,288,4,paints
288_5,288,5,likes
288_6,288,6,a
288_7,288,7,man
289_1,289,1,every
289_2,289,2,woman
289_3,289,3,that
289_4,289,4,paints
289_5,289,5,likes
289_6,289,6,a
289_7,289,7,woman
290_1,290,1,every
290_2,290,2,woman
290_3,290,3,that
290_4,290,4,paints
290_5,290,5,admires
290_6,290,6,every
290_7,290,7,man
291_1,291,1,every
291_2,291,2,woman
291_3,291,3,that
291_4,291,4,paints
291_5,291,5,admires
291_6,291,6,every
291_7,291,7,woman
292_1,292,1,every
292_2,292,2,woman
292_3,292,3,that
292_4,292,4,paints
292_5,292,5,admires
292_6,292,6,a
292_7,292,7,man
293_1,293,1,every
293_2,293,2,woman
293_3,293,3,that
293_4,293,4,paints
293_5,293,5,admires
293_6,293,6,a
293_7,293,7,woman
294_1,294,1,every
294_2,294,2,woman
294_3,294,3,likes
294_4,294,4,every
294_5,294,5,man
294_6,294,6,that
294_7,294,7,paints
295_1,295,1,every
295_2,295,2,woman
295_3,295,3,likes
295_4,295,4,every
295_5,295,5,woman
295_6,295,6,that
295_7,295,7,paints
296_1,296,1,every
296_2,296,2,woman
296_3,296,3,likes
296_4,296,4,a
296_5,296,5,man
296_6,296,6,that
296_7,296,7,paints
297_1,297,1,every
297_2,297,2,woman
297_3,297,3,likes
297_4,297,4,a
297_5,297,5,woman
297_6,297,6,that
297_7,297,7,paints
298_1,298,1,every
298_2,298,2,woman
298_3,298,3,admires
298_4,298,4,every
298_5,298,5,man
298_6,298,6,that
298_7,298,7,paints
299_1,299,1,every
299_2,299,2,woman
299_3,299,3,admires
299_4,299,4,every
299_5,299,5,woman
299_6,299,6,that
299_7,299,7,paints
300_1,300,1,every
300_2,300,2,woman
300_3,300,3,admires
300_4,300,4,a
300_5,300,5,man
300_6,300,6,that
300_7,300,7,paints
301_1,301,1,every
301_2,301,2,woman
301_3,301,3,admires
301_4,301,4,a
301_5,301,5,woman
301_6,301,6,that
301_7,301,7,paints
302_1,302,1,a
302_2,302,2,man
302_3,302,3,that
302_4,302,4,likes
302_5,302,5,every
302_6,302,6,man
302_7,302,7,paints
303_1,303,1,a
303_2,303,2,man
303_3,303,3,that
303_4,303,4,likes
303_5,303,5,every
303_6,303,6,woman
303_7,303,7,paints
304_1,304,1,a
304_2,304,2,man
304_3,304,3,that
304_4,304,4,likes
304_5,304,5,a
304_6,304,6,man
304_7,304,7,paints
305_1,305,1,a
305_2,305,2,man
305_3,305,3,that
305_4,305,4,likes
305_5,305,5,a
305_6,305,6,woman
305_7,305,7,paints
306_1,306,1,a
306_2,306,2,man
306_3,306,3,that
306_4,306,4,likes
306_5,306,5,john
306_6,306,6,likes
306_7,306,7,john
307_1,307,1,a
307_2,307,2,man
307_3,307,3,that
307_4,307,4,likes
307_5,307,5,john
307_6,307,6,likes
307_7,307,7,annie
308_1,308,1,a
308_2,308,2,man
308_3,308,3,that
308_4,308,4,likes
308_5,308,5,john
308_6,308,6,likes
308_7,308,7,monet
309_1,309,1,a
309_2,309,2,man
309_3,309,3,that
309_4,309,4,likes
309_5,309,5,john
309_6,309,6,admires
309_7,309,7,john
310_1,310,1,a
310_2,310,2,man
310_3,310,3,that
310_4,310,4,likes
310_5,310,5,john
310_6,310,6,admires
310_7,310,7,annie
311_1,311,1,a
311_2,311,2,man
311_3,311,3,that
311_4,311,4,likes
311_5,311,5,john
311_6,311,6,admires
311_7,311,7,monet
312_1,312,1,a
312_2,312,2,man
312_3,312,3,that
312_4,312,4,likes
312_5,312,5,annie
312_6,312,6,likes
312_7,312,7,john
313_1,313,1,a
313_2,313,2,man
313_3,313,3,that
313_4,313,4,likes
313_5,313,5,annie
313_6,313,6,likes
313_7,313,7,annie
314_1,314,1,a
314_2,314,2,man
314_3,314,3,that
314_4,314,4,likes
314_5,314,5,annie
314_6,314,6,likes
314_7,314,7,monet
315_1,315,1,a
315_2,315,2,man
315_3,315,3,that
315_4,315,4,likes
315_5,315,5,annie
315_6,315,6,admires
315_7,315,7,john
316_1,316,1,a
316_2,316,2,man
316_3,316,3,that
316_4,316,4,likes
316_5,316,5,annie
316_6,316,6,admires
316_7,316,7,annie
317_1,317,1,a
317_2,317,2,man
317_3,317,3,that
317_4,317,4,likes
317_5,317,5,annie
317_6,317,6,admires
317_7,317,7,monet
318_1,318,1,a
318_2,318,2,man
318_3,318,3,that
318_4,318,4,likes
318_5,318,5,monet
318_6,318,6,likes
318_7,318,7,john
319_1,319,1,a
319_2,319,2,man
319_3,319,3,that
319_4,319,4,likes
319_5,319,5,monet
319_6,319,6,likes
319_7,319,7,annie
320_1,320,1,a
320_2,320,2,man
320_3,320,3,that
320_4,320,4,likes
320_5,320,5,monet
320_6,320,6,likes
320_7,320,7,monet
321_1,321,1,a
321_2,321,2,man
321_3,321,3,that
321_4,321,4,likes
321_5,321,5,monet
321_6,321,6,admires
321_7,321,7,john
322_1,322,1,a
322_2,322,2,man
322_3,322,3,that
322_4,322,4,likes
322_5,322,5,monet
322_6,322,6,admires
322_7,322,7,annie
323_1,323,1,a
323_2,323,2,man
323_3,323,3,that
323_4,323,4,likes
323_5,323,5,monet
323_6,323,6,admires
323_7,323,7,monet
324_1,324,1,a
324_2,324,2,man
324_3,324,3,that
324_4,324,4,admires
324_5,324,5,every
324_6,324,6,man
324_7,324,7,paints
325_1,325,1,a
325_2,325,2,man
325_3,325,3,that
325_4,325,4,admires
325_5,325,5,every
325_6,325,6,woman
325_7,325,7,paints
326_1,326,1,a
326_2,326,2,man
326_3,326,3,that
326_4,326,4,admires
326_5,326,5,a
326_6,326,6,man
326_7,326,7,paints
327_1,327,1,a
327_2,327,2,man
327_3,327,3,that
327_4,327,4,admires
327_5,327,5,a
327_6,327,6,woman
327_7,327,7,paints
328_1,328,1,a
328_2,328,2,man
328_3,328,3,that
328_4,328,4,admires
328_5,328,5,john
328_6,328,6,likes
328_7,328,7,john
329_1,329,1,a
329_2,329,2,man
329_3,329,3,that
329_4,329,4,admires
329_5,329,5,john
329_6,329,6,likes
329_7,329,7,annie
330_1,330,1,a
330_2,330,2,man
330_3,330,3,that
330_4,330,4,admires
330_5,330,5,john
330_6,330,6,likes
330_7,330,7,monet
331_1,331,1,a
331_2,331,2,man
331_3,331,3,that
331_4,331,4,admires
331_5,331,5,john
331_6,331,6,admires
331_7,331,7,john
332_1,332,1,a
332_2,332,2,man
332_3,332,3,that
332_4,332,4,admires
332_5,332,5,john
332_6,332,6,admires
332_7,332,7,annie
333_1,333,1,a
333_2,333,2,man
333_3,333,3,that
333_4,333,4,admires
333_5,333,5,john
333_6,333,6,admires
333_7,333,7,monet
334_1,334,1,a
334_2,334,2,man
334_3,334,3,that
334_4,334,4,admires
334_5,334,5,annie
334_6,334,6,likes
334_7,334,7,john
335_1,335,1,a
335_2,335,2,man
335_3,335,3,that
335_4,335,4,admires
335_5,335,5,annie
335_6,335,6,likes
335_7,335,7,annie
336_1,336,1,a
336_2,336,2,man
336_3,336,3,that
336_4,336,4,admires
336_5,336,5,annie
336_6,336,6,likes
336_7,336,7,monet
337_1,337,1,a
337_2,337,2,man
337_3,337,3,that
337_4,337,4,admires
337_5,337,5,annie
337_6,337,6,admires
337_7,337,7,john
338_1,338,1,a
338_2,338,2,man
338_3,338,3,that
338_4,338,4,admires
338_5,338,5,annie
338_6,338,6,admires
338_7,338,7,annie
339_1,339,1,a
339_2,339,2,man
339_3,339,3,that
339_4,339,4,admires
339_5,339,5,annie
339_6,339,6,admires
339_7,339,7,monet
340_1,340,1,a
340_2,340,2,man
340_3,340,3,that
340_4,340,4,admires
340_5,340,5,monet
340_6,340,6,likes
340_7,340,7,john
341_1,341,1,a
341_2,341,2,man
341_3,341,3,that
341_4,341,4,admires
341_5,341,5,monet
341_6,341,6,likes
341_7,341,7,annie
342_1,342,1,a
342_2,342,2,man
342_3,342,3,that
342_4,342,4,admires
342_5,342,5,monet
342_6,342,6,likes
342_7,342,7,monet
343_1,343,1,a
343_2,343,2,man
343_3,343,3,that
343_4,343,4,admires
343_5,343,5,monet
343_6,343,6,admires
343_7,343,7,john
344_1,344,1,a
344_2,344,2,man
344_3,344,3,that
344_4,344,4,admires
344_5,344,5,monet
344_6,344,6,admires
344_7,344,7,annie
345_1,345,1,a
345_2,345,2,man
345_3,345,3,that
345_4,345,4,admires
345_5,345,5,monet
345_6,345,6,admires
345_7,345,7,monet
346_1,346,1,a
346_2,346,2,man
346_3,346,3,that
346_4,346,4,paints
346_5,346,5,likes
346_6,346,6,every
346_7,346,7,man
347_1,347,1,a
347_2,347,2,man
347_3,347,3,that
347_4,347,4,paints
347_5,347,5,likes
347_6,347,6,every
347_7,347,7,woman
348_1,348,1,a
348_2,348,2,man
348_3,348,3,that
348_4,348,4,paints
348_5,348,5,likes
348_6,348,6,a
348_7,348,7,man
349_1,349,1,a
349_2,349,2,man
349_3,349,3,that
349_4,349,4,paints
349_5,349,5,likes
349_6,349,6,a
349_7,349,7,woman
350_1,350,1,a
350_2,350,2,man
350_3,350,3,that
350_4,350,4,paints
350_5,350,5,admires
350_6,350,6,every
350_7,350,7,man
351_1,351,1,a
351_2,351,2,man
351_3,351,3,that
351_4,351,4,paints
351_5,351,5,admires
351_6,351,6,every
351_7,351,7,woman
352_1,352,1,a
352_2,352,2,man
352_3,352,3,that
352_4,352,4,paints
352_5,352,5,admires
352_6,352,6,a
352_7,352,7,man
353_1,353,1,a
353_2,353,2,man
353_3,353,3,that
353_4,353,4,paints
353_5,353,5,admires
353_6,353,6,a
353_7,353,7,woman
354_1,354,1,a
354_2,354,2,man
354_3,354,3,likes
354_4,354,4,every
354_5,354,5,man
354_6,354,6,that
354_7,354,7,paints
355_1,355,1,a
355_2,355,2,man
355_3,355,3,likes
355_4,355,4,every
355_5,355,5,woman
355_6,355,6,that
355_7,355,7,paints
356_1,356,1,a
356_2,356,2,man
356_3,356,3,likes
356_4,356,4,a
356_5,356,5,man
356_6,356,6,that
356_7,356,7,paints
357_1,357,1,a
357_2,357,2,man
357_3,357,3,likes
357_4,357,4,a
357_5,357,5,woman
357_6,357,6,that
357_7,357,7,paints
358_1,358,1,a
358_2,358,2,man
358_3,358,3,admires
358_4,358,4,every
358_5,358,5,man
358_6,358,6,that
358_7,358,7,paints
359_1,359,1,a
359_2,359,2,man
359_3,359,3,admires
359_4,359,4,every
359_5,359,5,woman
359_6,359,6,that
359_7,359,7,paints
360_1,360,1,a
360_2,360,2,man
360_3,360,3,admires
360_4,360,4,a
360_5,360,5,man
360_6,360,6,that
360_7,360,7,paints
361_1,361,1,a
361_2,361,2,man
361_3,361,3,admires
361_4,361,4,a
361_5,361,5,woman
361_6,361,6,that
361_7,361,7,paints
362_1,362,1,a
362_2,362,2,woman
362_3,362,3,that
362_4,362,4,likes
362_5,362,5,every
362_6,362,6,man
362_7,362,7,paints
363_1,363,1,a
363_2,363,2,woman
363_3,363,3,that
363_4,363,4,likes
363_5,363,5,every
363_6,363,6,woman
363_7,363,7,paints
364_1,364,1,a
364_2,364,2,woman
364_3,364,3,that
364_4,364,4,likes
364_5,364,5,a
364_6,364,6,man
364_7,364,7,paints
365_1,365,1,a
365_2,365,2,woman
365_3,365,3,that
365_4,365,4,likes
365_5,365,5,a
365_6,365,6,woman
365_7,365,7,paints
366_1,366,1,a
366_2,366,2,woman
366_3,366,3,that
366_4,366,4,likes
366_5,366,5,john
366_6,366,6,likes
366_7,366,7,john
367_1,367,1,a
367_2,367,2,woman
367_3,367,3,that
367_4,367,4,likes
367_5,367,5,john
367_6,367,6,likes
367_7,367,7,annie
368_1,368,1,a
368_2,368,2,woman
368_3,368,3,that
368_4,368,4,likes
368_5,368,5,john
368_6,368,6,likes
368_7,368,7,monet
369_1,369,1,a
369_2,369,2,woman
369_3,369,3,that
369_4,369,4,likes
369_5,369,5,john
369_6,369,6,admires
369_7,369,7,john
370_1,370,1,a
370_2,370,2,woman
370_3,370,3,that
370_4,370,4,likes
370_5,370,5,john
370_6,370,6,admires
370_7,370,7,annie
371_1,371,1,a
371_2,371,2,woman
371_3,371,3,that
371_4,371,4,likes
371_5,371,5,john
371_6,371,6,admires
371_7,371,7,monet
372_1,372,1,a
372_2,372,2,woman
372_3,372,3,that
372_4,372,4,likes
372_5,372,5,annie
372_6,372,6,likes
372_7,372,7,john
373_1,373,1,a
373_2,373,2,woman
373_3,373,3,that
373_4,373,4,likes
373_5,373,5,annie
373_6,373,6,likes
373_7,373,7,annie
374_1,374,1,a
374_2,374,2,woman
374_3,374,3,that
374_4,374,4,likes
374_5,374,5,annie
374_6,374,6,likes
374_7,374,7,monet
375_1,375,1,a
375_2,375,2,woman
375_3,375,3,that
375_4,375,4,likes
375_5,375,5,annie
375_6,375,6,admires
375_7,375,7,john
376_1,376,1,a
376_2,376,2,woman
376_3,376,3,that
376_4,376,4,likes
376_5,376,5,annie
376_6,376,6,admires
376_7,376,7,annie
377_1,377,1,a
377_2,377,2,woman
377_3,377,3,that
377_4,377,4,likes
377_5,377,5,annie
377_6,377,6,admires
377_7,377,7,monet
378_1,378,1,a
378_2,378,2,woman
378_3,378,3,that
378_4,378,4,likes
378_5,378,5,monet
378_6,378,6,likes
378_7,378,7,john
379_1,379,1,a
379_2,379,2,woman
379_3,379,3,that
379_4,379,4,likes
379_5,379,5,monet
379_6,379,6,likes
379_7,379,7,annie
380_1,380,1,a
380_2,380,2,woman
380_3,380,3,that
380_4,380,4,likes
380_5,380,5,monet
380_6,380,6,likes
380_7,380,7,monet
381_1,381,1,a
381_2,381,2,woman
381_3,381,3,that
381_4,381,4,likes
381_5,381,5,monet
381_6,381,6,admires
381_7,381,7,john
382_1,382,1,a
382_2,382,2,woman
382_3,382,3,that
382_4,382,4,likes
382_5,382,5,monet
382_6,382,6,admires
382_7,382,7,annie
383_1,383,1,a
383_2,383,2,woman
383_3,383,3,that
383_4,383,4,likes
383_5,383,5,monet
383_6,383,6,admires
383_7,383,7,monet
384_1,384,1,a
384_2,384,2,woman
384_3,384,3,that
384_4,384,4,admires
384_5,384,5,every
384_6,384,6,man
384_7,384,7,paints
385_1,385,1,a
385_2,385,2,woman
385_3,385,3,that
385_4,385,4,admires
385_5,385,5,every
385_6,385,6,woman
385_7,385,7,paints
386_1,386,1,a
386_2,386,2,woman
386_3,386,3,that
386_4,386,4,admires
386_5,386,5,a
386_6,386,6,man
386_7,386,7,paints
387_1,387,1,a
387_2,387,2,woman
387_3,387,3,that
387_4,387,4,admires
387_5,387,5,a
387_6,387,6,woman
387_7,387,7,paints
388_1,388,1,a
388_2,388,2,woman
388_3,388,3,that
388_4,388,4,admires
388_5,388,5,john
388_6,388,6,likes
388_7,388,7,john
389_1,389,1,a
389_2,389,2,woman
389_3,389,3,that
389_4,389,4,admires
389_5,389,5,john
389_6,389,6,likes
389_7,389,7,annie
390_1,390,1,a
390_2,390,2,woman
390_3,390,3,that
390_4,390,4,admires
390_5,390,5,john
390_6,390,6,likes
390_7,390,7,monet
391_1,391,1,a
391_2,391,2,woman
391_3,391,3,that
391_4,391,4,admires
391_5,391,5,john
391_6,391,6,admires
391_7,391,7,john
392_1,392,1,a
392_2,392,2,woman
392_3,392,3,that
392_4,392,4,admires
392_5,392,5,john
392_6,392,6,admires
392_7,392,7,annie
393_1,393,1,a
393_2,393,2,woman
393_3,393,3,that
393_4,393,4,admires
393_5,393,5,john
393_6,393,6,admires
393_7,393,7,monet
394_1,394,1,a
394_2,394,2,woman
394_3,394,3,that
394_4,394,4,admires
394_5,394,5,annie
394_6,394,6,likes
394_7,394,7,john
395_1,395,1,a
395_2,395,2,woman
395_3,395,3,that
395_4,395,4,admires
395_5,395,5,annie
395_6,395,6,likes
395_7,395,7,annie
396_1,396,1,a
396_2,396,2,woman
396_3,396,3,that
396_4,396,4,admires
396_5,396,5,annie
396_6,396,6,likes
396_7,396,7,monet
397_1,397,1,a
397_2,397,2,woman
397_3,397,3,that
397_4,397,4,admires
397_5,397,5,annie
397_6,397,6,admires
397_7,397,7,john
398_1,398,1,a
398_2,398,2,woman
398_3,398,3,that
398_4,398,4,admires
398_5,398,5,annie
398_6,398,6,admires
398_7,398,7,annie
399_1,399,1,a
399_2,399,2,woman
399_3,399,3,that
399_4,399,4,admires
399_5,399,5,annie
399_6,399,6,admires
399_7,399,7,monet
400_1,400,1,a
400_2,400,2,woman
400_3,400,3,that
400_4,400,4,admires
400_5,400,5,monet
400_6,400,6,likes
400_7,400,7,john
401_1,401,1,a
401_2,401,2,woman
401_3,401,3,that
401_4,401,4,admires
401_5,401,5,monet
401_6,401,6,likes
401_7,401,7,annie
402_1,402,1,a
402_2,402,2,woman
402_3,402,3,that
402_4,402,4,admires
402_5,402,5,monet
402_6,402,6,likes
402_7,402,7,monet
403_1,403,1,a
403_2,403,2,woman
403_3,403,3,that
403_4,403,4,admires
403_5,403,5,monet
403_6,403,6,admires
403_7,403,7,john
404_1,404,1,a
404_2,404,2,woman
404_3,404,3,that
404_4,404,4,admires
404_5,404,5,monet
404_6,404,6,admires
404_7,404,7,annie
405_1,405,1,a
405_2,405,2,woman
405_3,405,3,that
405_4,405,4,admires
405_5,405,5,monet
405_6,405,6,admires
405_7,405,7,monet
406_1,406,1,a
406_2,406,2,woman
406_3,406,3,that
406_4,406,4,paints
406_5,406,5,likes
406_6,406,6,every
406_7,406,7,man
407_1,407,1,a
407_2,407,2,woman
407_3,407,3,that
407_4,407,4,paints
407_5,407,5,likes
407_6,407,6,every
407_7,407,7,woman
408_1,408,1,a
408_2,408,2,woman
408_3,408,3,that
408_4,408,4,paints
408_5,408,5,likes
408_6,408,6,a
408_7,408,7,man
409_1,409,1,a
409_2,409,2,woman
409_3,409,3,that
409_4,409,4,paints
409_5,409,5,likes
409_6,409,6,a
409_7,409,7,woman
410_1,410,1,a
410_2,410,2,woman
410_3,410,3,that
410_4,410,4,paints
410_5,410,5,admires
410_6,410,6,every
410_7,410,7,man
411_1,411,1,a
411_2,411,2,woman
411_3,411,3,that
411_4,411,4,paints
411_5,411,5,admires
411_6,411,6,every
411_7,411,7,woman
412_1,412,1,a
412_2,412,2,woman
412_3,412,3,that
412_4,412,4,paints
412_5,412,5,admires
412_6,412,6,a
412_7,412,7,man
413_1,413,1,a
413_2,413,2,woman
413_3,413,3,that
413_4,413,4,paints
413_5,413,5,admires
413_6,413,6,a
413_7,413,7,woman
414_1,414,1,a
414_2,414,2,woman
414_3,414,3,likes
414_4,414,4,every
414_5,414,5,man
414_6,414,6,that
414_7,414,7,paints
415_1,415,1,a
415_2,415,2,woman
415_3,415,3,likes
415_4,415,4,every
415_5,415,5,woman
415_6,415,6,that
415_7,415,7,paints
416_1,416,1,a
416_2,416,2,woman
416_3,416,3,likes
416_4,416,4,a
416_5,416,5,man
416_6,416,6,that
416_7,416,7,paints
417_1,417,1,a
417_2,417,2,woman
417_3,417,3,likes
417_4,417,4,a
417_5,417,5,woman
417_6,417,6,that
417_7,417,7,paints
418_1,418,1,a
418_2,418,2,woman
418_3,418,3,admires
418_4,418,4,every
418_5,418,5,man
418_6,418,6,that
418_7,418,7,paints
419_1,419,1,a
419_2,419,2,woman
419_3,419,3,admires
419_4,419,4,every
419_5,419,5,woman
419_6,419,6,that
419_7,419,7,paints
420_1,420,1,a
420_2,420,2,woman
420_3,420,3,admires
420_4,420,4,a
420_5,420,5,man
420_6,420,6,that
420_7,420,7,paints
421_1,421,1,a
421_2,421,2,woman
421_3,421,3,admires
421_4,421,4,a
421_5,421,5,woman
421_6,421,6,that
421_7,421,7,paints
422_1,422,1,john
422_2,422,2,likes
422_3,422,3,every
422_4,422,4,man
422_5,422,5,that
422_6,422,6,likes
422_7,422,7,john
423_1,423,1,john
423_2,423,2,likes
423_3,423,3,every
423_4,423,4,man
423_5,423,5,that
423_6,423,6,likes
423_7,423,7,annie
424_1,424,1,john
424_2,424,2,likes
424_3,424,3,every
424_4,424,4,man
424_5,424,5,that
424_6,424,6,likes
424_7,424,7,monet
425_1,425,1,john
425_2,425,2,likes
425_3,425,3,every
425_4,425,4,man
425_5,425,5,that
425_6,425,6,admires
425_7,425,7,john
426_1,426,1,john
426_2,426,2,likes
426_3,426,3,every
426_4,426,4,man
426_5,426,5,that
426_6,426,6,admires
426_7,426,7,annie
427_1,427,1,john
427_2,427,2,likes
427_3,427,3,every
427_4,427,4,man
427_5,427,5,that
427_6,427,6,admires
427_7,427,7,monet
428_1,428,1,john
428_2,428,2,likes
428_3,428,3,every
428_4,428,4,woman
428_5,428,5,that
428_6,428,6,likes
428_7,428,7,john
429_1,429,1,john
429_2,429,2,likes
429_3,429,3,every
429_4,429,4,woman
429_5,429,5,that
429_6,429,6,likes
429_7,429,7,annie
430_1,430,1,john
430_2,430,2,likes
430_3,430,3,every
430_4,430,4,woman
430_5,430,5,that
430_6,430,6,likes
430_7,430,7,monet
431_1,431,1,john
431_2,431,2,likes
431_3,431,3,every
431_4,431,4,woman
431_5,431,5,that
431_6,431,6,admires
431_7,431,7,john
432_1,432,1,john
432_2,432,2,likes
432_3,432,3,every
432_4,432,4,woman
432_5,432,5,that
432_6,432,6,admires
432_7,432,7,annie
433_1,433,1,john
433_2,433,2,likes
433_3,433,3,every
433_4,433,4,woman
433_5,433,5,that
433_6,433,6,admires
433_7,433,7,monet
434_1,434,1,john
434_2,434,2,likes
434_3,434,3,a
434_4,434,4,man
434_5,434,5,that
434_6,434,6,likes
434_7,434,7,john
435_1,435,1,john
435_2,435,2,likes
435_3,435,3,a
435_4,435,4,man
435_5,435,5,that
435_6,435,6,likes
435_7,435,7,annie
436_1,436,1,john
436_2,436,2,likes
436_3,436,3,a
436_4,436,4,man
436_5,436,5,that
