cited_paper_id_citing_paper_id,cited_paper_id,citing_paper_id,add_numerical
3233_192850,3233,192850,196083
3233_272720,3233,272720,275953
3233_509379,3233,509379,512612
3233_976284,3233,976284,979517
3233_1103737,3233,1103737,1106970
3233_1114222,3233,1114222,1117455
3233_1125467,3233,1125467,1128700
3235_65653,3235,65653,68888
3235_1114222,3235,1114222,1117457
3236_3233,3236,3233,6469
3236_3237,3236,3237,6473
3236_167670,3236,167670,170906
3236_601561,3236,601561,604797
3236_1125467,3236,1125467,1128703
3237_964248,3237,964248,967485
3240_3233,3240,3233,6473
3240_36620,3240,36620,39860
3240_39130,3240,39130,42370
3240_964248,3240,964248,967488
3240_1110531,3240,1110531,1113771
3240_1131137,3240,1131137,1134377
3243_30895,3243,30895,34138
3243_30901,3243,30901,34144
3243_31932,3243,31932,35175
3243_96335,3243,96335,99578
3243_307336,3243,307336,310579
3243_350362,3243,350362,353605
3243_368431,3243,368431,371674
3243_854434,3243,854434,857677
3243_1103610,3243,1103610,1106853
3243_1104055,3243,1104055,1107298
3243_1110947,3243,1110947,1114190
3243_1113739,3243,1113739,1116982
3828_1956,3828,1956,5784
3828_207395,3828,207395,211223
3828_310530,3828,310530,314358
3828_1152896,3828,1152896,1156724
3932_5075,3932,5075,9007
4274_1105428,4274,1105428,1109702
4274_1114664,4274,1114664,1118938
4274_1119078,4274,1119078,1123352
4329_28254,4329,28254,32583
4329_46468,4329,46468,50797
4329_105899,4329,105899,110228
4329_395547,4329,395547,399876
4329_510718,4329,510718,515047
4329_1110768,4329,1110768,1115097
4329_1111304,4329,1111304,1115633
4330_1717,4330,1717,6047
4330_4329,4330,4329,8659
4330_11093,4330,11093,15423
4330_12946,4330,12946,17276
4330_32688,4330,32688,37018
4330_35797,4330,35797,40127
4330_37884,4330,37884,42214
4330_46468,4330,46468,50798
4330_69392,4330,69392,73722
4330_69418,4330,69418,73748
4330_118436,4330,118436,122766
4330_119956,4330,119956,124286
4330_120013,4330,120013,124343
4330_137873,4330,137873,142203
4330_151708,4330,151708,156038
4330_168410,4330,168410,172740
4330_299197,4330,299197,303527
4330_328370,4330,328370,332700
4330_390889,4330,390889,395219
4330_395553,4330,395553,399883
4330_428610,4330,428610,432940
4330_684986,4330,684986,689316
4330_753265,4330,753265,757595
4330_949217,4330,949217,953547
4330_1103676,4330,1103676,1108006
4330_1103737,4330,1103737,1108067
4330_1104449,4330,1104449,1108779
4330_1108834,4330,1108834,1113164
4330_1109439,4330,1109439,1113769
4330_1110438,4330,1110438,1114768
4330_1112929,4330,1112929,1117259
4330_1114352,4330,1114352,1118682
4330_1132459,4330,1132459,1136789
4330_1132461,4330,1132461,1136791
4330_1135108,4330,1135108,1139438
4330_1136393,4330,1136393,1140723
4330_1136397,4330,1136397,1140727
4330_1152917,4330,1152917,1157247
4335_1717,4335,1717,6052
4335_32698,4335,32698,37033
4335_35922,4335,35922,40257
4335_46468,4335,46468,50803
4335_62274,4335,62274,66609
4335_62417,4335,62417,66752
4335_95718,4335,95718,100053
4335_116790,4335,116790,121125
4335_239800,4335,239800,244135
4335_390889,4335,390889,395224
4335_755082,4335,755082,759417
4335_1104300,4335,1104300,1108635
4335_1121254,4335,1121254,1125589
4335_1136310,4335,1136310,1140645
4335_1136397,4335,1136397,1140732
4335_1140547,4335,1140547,1144882
4553_1102548,4553,1102548,1107101
4584_128,4584,128,4712
4584_1272,4584,1272,5856
4584_6151,4584,6151,10735
4584_6155,4584,6155,10739
4584_6184,4584,6184,10768
4584_6196,4584,6196,10780
4584_6210,4584,6210,10794
4584_6213,4584,6213,10797
4584_6214,4584,6214,10798
4584_13885,4584,13885,18469
4584_13917,4584,13917,18501
4584_28278,4584,28278,32862
4584_28287,4584,28287,32871
4584_36167,4584,36167,40751
4584_124064,4584,124064,128648
4584_132806,4584,132806,137390
4584_168410,4584,168410,172994
4584_188471,4584,188471,193055
4584_193742,4584,193742,198326
4584_293285,4584,293285,297869
4584_628500,4584,628500,633084
4584_628815,4584,628815,633399
4584_782486,4584,782486,787070
4584_976334,4584,976334,980918
4584_1031453,4584,1031453,1036037
4584_1102550,4584,1102550,1107134
4584_1113739,4584,1113739,1118323
4584_1116347,4584,1116347,1120931
4584_1120020,4584,1120020,1124604
4584_1128839,4584,1128839,1133423
4584_1130567,4584,1130567,1135151
4584_1130600,4584,1130600,1135184
4637_164,4637,164,4801
4649_434,4649,434,5083
4649_6917,4649,6917,11566
4649_8703,4649,8703,13352
4649_135765,4649,135765,140414
4649_135766,4649,135766,140415
4649_411092,4649,411092,415741
4649_449841,4649,449841,454490
4649_1105887,4649,1105887,1110536
4649_1127851,4649,1127851,1132500
4660_5038,4660,5038,9698
4660_18615,4660,18615,23275
4660_429781,4660,429781,434441
4660_582343,4660,582343,587003
4804_164,4804,164,4968
4804_12182,4804,12182,16986
4804_12210,4804,12210,17014
4804_25805,4804,25805,30609
4804_45189,4804,45189,49993
4804_68505,4804,68505,73309
4804_77515,4804,77515,82319
4804_102884,4804,102884,107688
4804_157761,4804,157761,162565
4804_976284,4804,976284,981088
4804_989397,4804,989397,994201
4804_1108175,4804,1108175,1112979
4804_1112574,4804,1112574,1117378
4804_1153262,4804,1153262,1158066
4878_1102567,4878,1102567,1107445
4983_7867,4983,7867,12850
5055_129897,5055,129897,134952
5055_167656,5055,167656,172711
5055_1104851,5055,1104851,1109906
5055_1107861,5055,1107861,1112916
5055_1119751,5055,1119751,1124806
5055_1121867,5055,1121867,1126922
5062_5064,5062,5064,10126
5062_5069,5062,5069,10131
5062_28026,5062,28026,33088
5062_521207,5062,521207,526269
5062_1120563,5062,1120563,1125625
5064_5069,5064,5069,10133
5064_28026,5064,28026,33090
5064_272345,5064,272345,277409
5064_385067,5064,385067,390131
5064_1120563,5064,1120563,1125627
5064_1121176,5064,1121176,1126240
5064_1129106,5064,1129106,1134170
5069_5064,5069,5064,10133
5069_385067,5069,385067,390136
5069_1120563,5069,1120563,1125632
5075_5064,5075,5064,10139
5075_5069,5075,5069,10144
5075_1120563,5075,1120563,1125638
5086_3187,5086,3187,8273
5086_3191,5086,3191,8277
5086_79809,5086,79809,84895
5086_109323,5086,109323,114409
5086_129896,5086,129896,134982
5086_137849,5086,137849,142935
5086_354004,5086,354004,359090
5086_423463,5086,423463,428549
5086_440815,5086,440815,445901
5086_561364,5086,561364,566450
5086_1105698,5086,1105698,1110784
5194_133550,5194,133550,138744
5194_133563,5194,133563,138757
5194_133566,5194,133566,138760
5194_140569,5194,140569,145763
5194_1152714,5194,1152714,1157908
5348_2695,5348,2695,8043
5348_2696,5348,2696,8044
5348_75695,5348,75695,81043
5348_99025,5348,99025,104373
5348_139547,5348,139547,144895
5348_256106,5348,256106,261454
5348_342802,5348,342802,348150
5348_911198,5348,911198,916546
5348_1108050,5348,1108050,1113398
5348_1114192,5348,1114192,1119540
5348_1118083,5348,1118083,1123431
5348_1120197,5348,1120197,1125545
5348_1120858,5348,1120858,1126206
5348_1123239,5348,1123239,1128587
5348_1132968,5348,1132968,1138316
5454_1105574,5454,1105574,1111028
5454_1128425,5454,1128425,1133879
5454_1130680,5454,1130680,1136134
5462_910,5462,910,6372
5462_119956,5462,119956,125418
5462_227286,5462,227286,232748
5462_1129111,5462,1129111,1134573
5600_33303,5600,33303,38903
5600_77826,5600,77826,83426
5600_255233,5600,255233,260833
5600_1022969,5600,1022969,1028569
5600_1117833,5600,1117833,1123433
5869_910,5869,910,6779
5869_1110520,5869,1110520,1116389
5959_152226,5959,152226,158185
5959_545647,5959,545647,551606
5959_582511,5959,582511,588470
5959_1102625,5959,1102625,1108584
5966_8699,5966,8699,14665
5966_68463,5966,68463,74429
5966_86840,5966,86840,92806
5966_1102625,5966,1102625,1108591
5966_1106388,5966,1106388,1112354
5966_1107861,5966,1107861,1113827
5966_1110390,5966,1110390,1116356
5966_1114502,5966,1114502,1120468
6125_12211,6125,12211,18336
6125_27612,6125,27612,33737
6125_28641,6125,28641,34766
6125_385251,6125,385251,391376
6125_1107572,6125,1107572,1113697
6130_671269,6130,671269,677399
6130_675847,6130,675847,681977
6130_1132461,6130,1132461,1138591
6130_1154123,6130,1154123,1160253
6130_1154124,6130,1154124,1160254
6151_1385,6151,1385,7536
6151_6152,6151,6152,12303
6151_6155,6151,6155,12306
6151_6213,6151,6213,12364
6151_6214,6151,6214,12365
6151_193742,6151,193742,199893
6151_1106547,6151,1106547,1112698
6151_1107355,6151,1107355,1113506
6151_1130567,6151,1130567,1136718
6152_299195,6152,299195,305347
6155_1126029,6155,1126029,1132184
6163_130,6163,130,6293
6163_20534,6163,20534,26697
6163_28202,6163,28202,34365
6163_96847,6163,96847,103010
6163_134128,6163,134128,140291
6163_1106966,6163,1106966,1113129
6163_1111052,6163,1111052,1117215
6163_1113739,6163,1113739,1119902
6169_7419,6169,7419,13588
6169_20526,6169,20526,26695
6169_170338,6169,170338,176507
6169_1106406,6169,1106406,1112575
6169_1114629,6169,1114629,1120798
6169_1130567,6169,1130567,1136736
6184_3229,6184,3229,9413
6184_10981,6184,10981,17165
6184_13686,6184,13686,19870
6184_27631,6184,27631,33815
6184_399339,6184,399339,405523
6184_1105718,6184,1105718,1111902
6184_1120731,6184,1120731,1126915
6184_1136422,6184,1136422,1142606
6196_28387,6196,28387,34583
6196_58540,6196,58540,64736
6196_81350,6196,81350,87546
6196_976334,6196,976334,982530
6196_1120731,6196,1120731,1126927
6196_1153056,6196,1153056,1159252
6209_8213,6209,8213,14422
6209_8875,6209,8875,15084
6209_28485,6209,28485,34694
6209_38480,6209,38480,44689
6209_95579,6209,95579,101788
6209_118259,6209,118259,124468
6209_118260,6209,118260,124469
6209_168410,6209,168410,174619
6209_181782,6209,181782,187991
6209_212930,6209,212930,219139
6209_1108329,6209,1108329,1114538
6210_1120731,6210,1120731,1126941
6213_128,6213,128,6341
6213_434,6213,434,6647
6213_1385,6213,1385,7598
6213_6151,6213,6151,12364
6213_6155,6213,6155,12368
6213_6163,6213,6163,12376
6213_6184,6213,6184,12397
6213_6210,6213,6210,12423
6213_6214,6213,6214,12427
6213_6215,6213,6215,12428
6213_6220,6213,6220,12433
6213_6224,6213,6224,12437
6213_7419,6213,7419,13632
6213_10796,6213,10796,17009
6213_12576,6213,12576,18789
6213_13193,6213,13193,19406
6213_13960,6213,13960,20173
6213_17208,6213,17208,23421
6213_20526,6213,20526,26739
6213_20534,6213,20534,26747
6213_23774,6213,23774,29987
6213_28202,6213,28202,34415
6213_28227,6213,28227,34440
6213_28278,6213,28278,34491
6213_28350,6213,28350,34563
6213_28471,6213,28471,34684
6213_28485,6213,28485,34698
6213_35863,6213,35863,42076
6213_38480,6213,38480,44693
6213_55968,6213,55968,62181
6213_58540,6213,58540,64753
6213_91975,6213,91975,98188
6213_124064,6213,124064,130277
6213_134128,6213,134128,140341
6213_153598,6213,153598,159811
6213_161221,6213,161221,167434
6213_193742,6213,193742,199955
6213_195361,6213,195361,201574
6213_218410,6213,218410,224623
6213_241133,6213,241133,247346
6213_293271,6213,293271,299484
6213_299195,6213,299195,305408
6213_299197,6213,299197,305410
6213_353541,6213,353541,359754
6213_399339,6213,399339,405552
6213_595056,6213,595056,601269
6213_628667,6213,628667,634880
6213_628668,6213,628668,634881
6213_628815,6213,628815,635028
6213_672064,6213,672064,678277
6213_755217,6213,755217,761430
6213_1103315,6213,1103315,1109528
6213_1105764,6213,1105764,1111977
6213_1106406,6213,1106406,1112619
6213_1106547,6213,1106547,1112760
6213_1106966,6213,1106966,1113179
6213_1107355,6213,1107355,1113568
6213_1107455,6213,1107455,1113668
6213_1108329,6213,1108329,1114542
6213_1109957,6213,1109957,1116170
6213_1111052,6213,1111052,1117265
6213_1111230,6213,1111230,1117443
6213_1111304,6213,1111304,1117517
6213_1113182,6213,1113182,1119395
6213_1113459,6213,1113459,1119672
6213_1113614,6213,1113614,1119827
6213_1116347,6213,1116347,1122560
6213_1117760,6213,1117760,1123973
6213_1117942,6213,1117942,1124155
6213_1120020,6213,1120020,1126233
6213_1122425,6213,1122425,1128638
6213_1123553,6213,1123553,1129766
6213_1128267,6213,1128267,1134480
6213_1129096,6213,1129096,1135309
6213_1129243,6213,1129243,1135456
6213_1130567,6213,1130567,1136780
6214_6155,6214,6155,12369
6214_6184,6214,6184,12398
6214_6196,6214,6196,12410
6214_6215,6214,6215,12429
6214_6224,6214,6224,12438
6214_6378,6214,6378,12592
6214_13960,6214,13960,20174
6214_23258,6214,23258,29472
6214_27631,6214,27631,33845
6214_28278,6214,28278,34492
6214_28447,6214,28447,34661
6214_38480,6214,38480,44694
6214_93320,6214,93320,99534
6214_95589,6214,95589,101803
6214_97892,6214,97892,104106
6214_124064,6214,124064,130278
6214_149669,6214,149669,155883
6214_188471,6214,188471,194685
6214_345340,6214,345340,351554
6214_399339,6214,399339,405553
6214_628500,6214,628500,634714
6214_1105764,6214,1105764,1111978
6214_1106172,6214,1106172,1112386
6214_1109199,6214,1109199,1115413
6214_1115886,6214,1115886,1122100
6214_1126029,6214,1126029,1132243
6214_1130600,6214,1130600,1136814
6214_1152740,6214,1152740,1158954
6215_6224,6215,6224,12439
6215_1120170,6215,1120170,1126385
6216_96847,6216,96847,103063
6216_230300,6216,230300,236516
6216_976334,6216,976334,982550
6216_1113739,6216,1113739,1119955
6216_1116347,6216,1116347,1122563
6216_1123553,6216,1123553,1129769
6220_6163,6220,6163,12383
6220_6224,6220,6224,12444
6220_134128,6220,134128,140348
6224_6163,6224,6163,12387
6224_28387,6224,28387,34611
6224_345340,6224,345340,351564
6238_10793,6238,10793,17031
6238_84459,6238,84459,90697
6238_1123991,6238,1123991,1130229
6238_1130356,6238,1130356,1136594
6311_69397,6311,69397,75708
6311_235776,6311,235776,242087
6311_1114864,6311,1114864,1121175
6311_1115677,6311,1115677,1121988
6318_20833,6318,20833,27151
6318_1108656,6318,1108656,1114974
6318_1119295,6318,1119295,1125613
6318_1121057,6318,1121057,1127375
6334_3231,6334,3231,9565
6334_20850,6334,20850,27184
6334_46431,6334,46431,52765
6334_68463,6334,68463,74797
6334_200480,6334,200480,206814
6334_444240,6334,444240,450574
6334_1107067,6334,1107067,1113401
6334_1116268,6334,1116268,1122602
6334_1152307,6334,1152307,1158641
6334_1152448,6334,1152448,1158782
6334_1152975,6334,1152975,1159309
6334_1153169,6334,1153169,1159503
6334_1153703,6334,1153703,1160037
6343_141868,6343,141868,148211
6343_200480,6343,200480,206823
6343_359067,6343,359067,365410
6343_521252,6343,521252,527595
6343_1125992,6343,1125992,1132335
6344_200480,6344,200480,206824
6344_1112665,6344,1112665,1119009
6346_1106103,6346,1106103,1112449
6346_1112075,6346,1112075,1118421
6378_28473,6378,28473,34851
6378_1122425,6378,1122425,1128803
6378_1129208,6378,1129208,1135586
6385_6378,6385,6378,12763
6385_17476,6385,17476,23861
6385_28473,6385,28473,34858
6385_55968,6385,55968,62353
6385_682666,6385,682666,689051
6385_892139,6385,892139,898524
6385_1103162,6385,1103162,1109547
6385_1129243,6385,1129243,1135628
6539_1102646,6539,1102646,1109185
6639_116084,6639,116084,122723
6639_178209,6639,178209,184848
6639_568045,6639,568045,574684
6639_591017,6639,591017,597656
6741_9708,6741,9708,16449
6741_49895,6741,49895,56636
6741_51909,6741,51909,58650
6741_83725,6741,83725,90466
6741_348437,6741,348437,355178
6741_411092,6741,411092,417833
6741_417017,6741,417017,423758
6741_1130637,6741,1130637,1137378
6741_1153160,6741,1153160,1159901
6767_6334,6767,6334,13101
6767_6925,6767,6925,13692
6767_69397,6767,69397,76164
6767_235776,6767,235776,242543
6767_1106103,6767,1106103,1112870
6767_1114864,6767,1114864,1121631
6767_1120444,6767,1120444,1127211
6771_65653,6771,65653,72424
6775_350319,6775,350319,357094
6775_1111240,6775,1111240,1118015
6782_463825,6782,463825,470607
6782_1123068,6782,1123068,1129850
6784_6775,6784,6775,13559
6784_35797,6784,35797,42581
6784_60170,6784,60170,66954
6784_100961,6784,100961,107745
6784_350319,6784,350319,357103
6784_560936,6784,560936,567720
6784_562123,6784,562123,568907
6784_1116629,6784,1116629,1123413
6786_714975,6786,714975,721761
6786_1106789,6786,1106789,1113575
6814_37884,6814,37884,44698
6814_158172,6814,158172,164986
6814_293974,6814,293974,300788
6814_300071,6814,300071,306885
6814_315266,6814,315266,322080
6814_390896,6814,390896,397710
6814_445938,6814,445938,452752
6814_1117348,6814,1117348,1124162
6814_1125469,6814,1125469,1132283
6818_37884,6818,37884,44702
6818_50336,6818,50336,57154
6818_50337,6818,50337,57155
6818_293974,6818,293974,300792
6818_390896,6818,390896,397714
6818_1105531,6818,1105531,1112349
6818_1121254,6818,1121254,1128072
6818_1128425,6818,1128425,1135243
6898_6910,6898,6910,13808
6898_12631,6898,12631,19529
6898_78994,6898,78994,85892
6898_124224,6898,124224,131122
6898_431206,6898,431206,438104
6898_1123188,6898,1123188,1130086
6910_169279,6910,169279,176189
6910_263553,6910,263553,270463
6910_431206,6910,431206,438116
6910_662416,6910,662416,669326
6910_1117219,6910,1117219,1124129
6910_1123188,6910,1123188,1130098
6910_1132083,6910,1132083,1138993
6910_1152150,6910,1152150,1159060
6910_1154103,6910,1154103,1161013
6913_1717,6913,1717,8630
6913_4330,6913,4330,11243
6913_428610,6913,428610,435523
6913_431206,6913,431206,438119
6913_703953,6913,703953,710866
6913_1105011,6913,1105011,1111924
6913_1116336,6913,1116336,1123249
6913_1131230,6913,1131230,1138143
6913_1135108,6913,1135108,1142021
6913_1152917,6913,1152917,1159830
6917_449841,6917,449841,456758
6917_1153811,6917,1153811,1160728
6923_6941,6923,6941,13864
6923_20857,6923,20857,27780
6923_93923,6923,93923,100846
6923_187354,6923,187354,194277
6923_308003,6923,308003,314926
6923_1155073,6923,1155073,1161996
6925_57922,6925,57922,64847
6925_57948,6925,57948,64873
6925_372862,6925,372862,379787
6925_1114526,6925,1114526,1121451
6925_1118658,6925,1118658,1125583
6935_18615,6935,18615,25550
6935_101660,6935,101660,108595
6935_238099,6935,238099,245034
6935_308003,6935,308003,314938
6935_1000012,6935,1000012,1006947
6935_1106388,6935,1106388,1113323
6935_1115670,6935,1115670,1122605
6935_1120650,6935,1120650,1127585
6939_1116922,6939,1116922,1123861
6941_372862,6941,372862,379803
7032_52847,7032,52847,59879
7032_137873,7032,137873,144905
7032_323128,7032,323128,330160
7032_1109439,7032,1109439,1116471
7032_1110438,7032,1110438,1117470
7041_1120880,7041,1120880,1127921
7047_2663,7047,2663,9710
7047_14549,7047,14549,21596
7047_54844,7047,54844,61891
7047_212930,7047,212930,219977
7047_1135082,7047,1135082,1142129
7272_7276,7272,7276,14548
7272_7297,7272,7297,14569
7272_763181,7272,763181,770453
7272_1136446,7272,1136446,1143718
7276_763181,7276,763181,770457
7296_763181,7296,763181,770477
7297_7276,7297,7276,14573
7297_763010,7297,763010,770307
7297_763181,7297,763181,770478
7419_341188,7419,341188,348607
7419_1105764,7419,1105764,1113183
7419_1107312,7419,1107312,1114731
7419_1109581,7419,1109581,1117000
7419_1113182,7419,1113182,1120601
7419_1117760,7419,1117760,1125179
7419_1118245,7419,1118245,1125664
7430_95586,7430,95586,103016
7430_1153287,7430,1153287,1160717
7532_7537,7532,7537,15069
7532_80515,7532,80515,88047
7532_141171,7532,141171,148703
7532_314459,7532,314459,321991
7532_1121603,7532,1121603,1129135
7532_1153097,7532,1153097,1160629
7537_7532,7537,7532,15069
7537_141171,7537,141171,148708
7537_314459,7537,314459,321996
7537_409255,7537,409255,416792
7537_1113534,7537,1113534,1121071
7537_1131348,7537,1131348,1138885
7537_1153097,7537,1153097,1160634
7867_315789,7867,315789,323656
7867_1138027,7867,1138027,1145894
8079_27250,8079,27250,35329
8079_39124,8079,39124,47203
8079_105057,8079,105057,113136
8079_154982,8079,154982,163061
8079_192850,8079,192850,200929
8079_1103737,8079,1103737,1111816
8079_1121867,8079,1121867,1129946
8224_6311,8224,6311,14535
8224_6639,8224,6639,14863
8224_11342,8224,11342,19566
8224_22431,8224,22431,30655
8224_22563,8224,22563,30787
8224_23738,8224,23738,31962
8224_30895,8224,30895,39119
8224_49843,8224,49843,58067
8224_49844,8224,49844,58068
8224_49847,8224,49847,58071
8224_55403,8224,55403,63627
8224_62389,8224,62389,70613
8224_65653,8224,65653,73877
8224_97377,8224,97377,105601
8224_133615,8224,133615,141839
8224_263279,8224,263279,271503
8224_368431,8224,368431,376655
8224_601567,8224,601567,609791
8224_1108728,8224,1108728,1116952
8224_1110426,8224,1110426,1118650
8224_1111788,8224,1111788,1120012
8224_1128531,8224,1128531,1136755
8224_1132815,8224,1132815,1141039
8224_1153148,8224,1153148,1161372
8224_1153866,8224,1153866,1162090
8581_2665,8581,2665,11246
8581_75691,8581,75691,84272
8581_75695,8581,75695,84276
8581_1120059,8581,1120059,1128640
8581_1132968,8581,1132968,1141549
8591_137956,8591,137956,146547
8591_167205,8591,167205,175796
8591_709113,8591,709113,717704
8591_1154525,8591,1154525,1163116
8594_1213,8594,1213,9807
8594_8591,8594,8591,17185
8594_58268,8594,58268,66862
8594_180187,8594,180187,188781
8594_232605,8594,232605,241199
8594_709113,8594,709113,717707
8594_1132809,8594,1132809,1141403
8594_1154525,8594,1154525,1163119
8617_12359,8617,12359,20976
8617_36145,8617,36145,44762
8617_52784,8617,52784,61401
8617_175291,8617,175291,183908
8617_1116268,8617,1116268,1124885
8619_36145,8619,36145,44764
8619_175291,8619,175291,183910
8687_38000,8687,38000,46687
8687_1102751,8687,1102751,1111438
8696_104840,8696,104840,113536
8696_1102751,8696,1102751,1111447
8699_104840,8699,104840,113539
8699_1102751,8699,1102751,1111450
8703_434,8703,434,9137
8703_27535,8703,27535,36238
8703_51866,8703,51866,60569
8703_51909,8703,51909,60612
8703_59244,8703,59244,67947
8703_89335,8703,89335,98038
8703_101145,8703,101145,109848
8703_104840,8703,104840,113543
8703_173884,8703,173884,182587
8703_308232,8703,308232,316935
8703_353541,8703,353541,362244
8703_502574,8703,502574,511277
8703_1102751,8703,1102751,1111454
8703_1105428,8703,1105428,1114131
8703_1119078,8703,1119078,1127781
8766_409725,8766,409725,418491
8821_1102761,8821,1102761,1111582
8821_1153811,8821,1153811,1162632
8832_1102761,8832,1102761,1111593
8865_8875,8865,8875,17740
8865_103515,8865,103515,112380
8865_395075,8865,395075,403940
8865_608292,8865,608292,617157
8865_647408,8865,647408,656273
8865_785678,8865,785678,794543
8865_1129570,8865,1129570,1138435
8872_8875,8872,8875,17747
8872_197054,8872,197054,205926
8872_229635,8872,229635,238507
8872_395075,8872,395075,403947
8872_1104647,8872,1104647,1113519
8872_1125092,8872,1125092,1133964
8872_1152761,8872,1152761,1161633
8872_1153860,8872,1153860,1162732
8874_8875,8874,8875,17749
8874_395075,8874,395075,403949
8874_608292,8874,608292,617166
8874_646809,8874,646809,655683
8874_647447,8874,647447,656321
8874_1120643,8874,1120643,1129517
8874_1153816,8874,1153816,1162690
8875_18582,8875,18582,27457
8875_395075,8875,395075,403950
8875_608292,8875,608292,617167
8875_1129570,8875,1129570,1138445
8875_1152676,8875,1152676,1161551
8961_1103610,8961,1103610,1112571
8961_1133390,8961,1133390,1142351
9513_102879,9513,102879,112392
9515_4804,9515,4804,14319
9515_9513,9515,9513,19028
9515_102879,9515,102879,112394
9559_252725,9559,252725,262284
9559_1102794,9559,1102794,1112353
9581_633585,9581,633585,643166
9581_1130780,9581,1130780,1140361
9586_33818,9586,33818,43404
9586_1120138,9586,1120138,1129724
9708_136766,9708,136766,146474
9708_136768,9708,136768,146476
9708_181782,9708,181782,191490
9708_1130539,9708,1130539,1140247
9708_1153003,9708,1153003,1162711
9716_6539,9716,6539,16255
9716_28674,9716,28674,38390
9716_1153262,9716,1153262,1162978
10169_3231,10169,3231,13400
10169_6334,10169,6334,16503
10169_17798,10169,17798,27967
10169_20850,10169,20850,31019
10169_39126,10169,39126,49295
10169_39131,10169,39131,49300
10169_49660,10169,49660,59829
10169_63477,10169,63477,73646
10169_63486,10169,63486,73655
10169_85452,10169,85452,95621
10169_114189,10169,114189,124358
10169_158614,10169,158614,168783
10169_211875,10169,211875,222044
10169_259126,10169,259126,269295
10169_552469,10169,552469,562638
10169_636098,10169,636098,646267
10169_711598,10169,711598,721767
10169_1107067,10169,1107067,1117236
10169_1123867,10169,1123867,1134036
10174_10186,10174,10186,20360
10177_164,10177,164,10341
10177_4804,10177,4804,14981
10177_9515,10177,9515,19692
10177_10169,10177,10169,20346
10177_12197,10177,12197,22374
10177_12198,10177,12198,22375
10177_12210,10177,12210,22387
10177_15429,10177,15429,25606
10177_27606,10177,27606,37783
10177_67415,10177,67415,77592
10177_68495,10177,68495,78672
10177_68505,10177,68505,78682
10177_124734,10177,124734,134911
10177_249858,10177,249858,260035
10177_1112574,10177,1112574,1122751
10183_6378,10183,6378,16561
10183_10186,10183,10186,20369
10183_10430,10183,10430,20613
10183_47570,10183,47570,57753
10183_54550,10183,54550,64733
10183_259772,10183,259772,269955
10183_1108267,10183,1108267,1118450
10183_1110947,10183,1110947,1121130
10183_1114336,10183,1114336,1124519
10183_1120713,10183,1120713,1130896
10186_86840,10186,86840,97026
10430_3095,10430,3095,13525
10430_1120713,10430,1120713,1131143
10435_8703,10435,8703,19138
10435_22566,10435,22566,33001
10435_41417,10435,41417,51852
10435_112378,10435,112378,122813
10435_208345,10435,208345,218780
10435_1103394,10435,1103394,1113829
10531_31336,10531,31336,41867
10531_31349,10531,31349,41880
10531_31353,10531,31353,41884
10531_36620,10531,36620,47151
10531_43698,10531,43698,54229
10531_194617,10531,194617,205148
10531_686532,10531,686532,697063
10531_1102850,10531,1102850,1113381
10531_1107567,10531,1107567,1118098
10531_1129442,10531,1129442,1139973
10531_1130634,10531,1130634,1141165
10796_6217,10796,6217,17013
10796_8699,10796,8699,19495
10796_20942,10796,20942,31738
10796_30895,10796,30895,41691
10796_31097,10796,31097,41893
10796_46536,10796,46536,57332
10796_93320,10796,93320,104116
10796_180373,10796,180373,191169
10796_417017,10796,417017,427813
10796_601567,10796,601567,612363
10796_1110947,10796,1110947,1121743
10796_1113934,10796,1113934,1124730
10796_1135358,10796,1135358,1146154
10796_1153148,10796,1153148,1163944
10798_434,10798,434,11232
10798_8703,10798,8703,19501
10798_10183,10798,10183,20981
10798_10796,10798,10796,21594
10798_18619,10798,18619,29417
10798_20193,10798,20193,30991
10798_97892,10798,97892,108690
10798_212777,10798,212777,223575
10798_252715,10798,252715,263513
10798_601561,10798,601561,612359
10798_1154500,10798,1154500,1165298
10981_23507,10981,23507,34488
10981_1102873,10981,1102873,1113854
11093_39199,11093,39199,50292
11148_25413,11148,25413,36561
11148_193354,11148,193354,204502
11148_1129835,11148,1129835,1140983
11148_1131719,11148,1131719,1142867
11326_11339,11326,11339,22665
11335_11325,11335,11325,22660
11335_20833,11335,20833,32168
11335_35070,11335,35070,46405
11335_49843,11335,49843,61178
11335_217139,11335,217139,228474
11335_545647,11335,545647,556982
11335_582511,11335,582511,593846
11335_1127657,11335,1127657,1138992
11335_1153264,11335,1153264,1164599
11337_1128256,11337,1128256,1139593
11339_11326,11339,11326,22665
11339_30901,11339,30901,42240
11339_44017,11339,44017,55356
11339_45061,11339,45061,56400
11339_211432,11339,211432,222771
11342_65650,11342,65650,76992
11342_79809,11342,79809,91151
11342_463825,11342,463825,475167
12155_1126350,12155,1126350,1138505
12158_12199,12158,12199,24357
12158_148399,12158,148399,160557
12165_1107567,12165,1107567,1119732
12165_1112099,12165,1112099,1124264
12169_4637,12169,4637,16806
12169_989397,12169,989397,1001566
12169_1119471,12169,1119471,1131640
12182_4660,12182,4660,16842
12182_5038,12182,5038,17220
12182_12165,12182,12165,24347
12182_12211,12182,12211,24393
12182_28632,12182,28632,40814
12182_28640,12182,28640,40822
12182_28641,12182,28641,40823
12182_65650,12182,65650,77832
