rating,userid_movieid,movieid,userid
2,21069,292.0,553.0
4,21070,353.0,533.0
5,21071,290.0,470.0
3,21072,125.0,602.0
4,21073,290.0,483.0
4,21074,301.0,511.0
5,21075,296.0,459.0
2,21076,296.0,396.0
4,21077,290.0,459.0
3,21078,277.0,445.0
5,21079,347.0,402.0
4,21080,169.0,573.0
4,21081,290.0,553.0
4,21082,301.0,106.0
4,21083,292.0,338.0
3,21084,301.0,496.0
4,21085,290.0,521.0
3,21086,290.0,337.0
2,21087,290.0,553.0
5,21088,277.0,197.0
4,21089,290.0,521.0
5,21090,290.0,562.0
1,21091,292.0,496.0
2,21092,22.0,312.0
2,21093,290.0,447.0
3,21094,290.0,521.0
3,21095,258.0,503.0
2,21096,292.0,96.0
5,21097,295.0,562.0
3,21098,301.0,464.0
5,21099,169.0,521.0
5,21100,290.0,447.0
4,21101,265.0,533.0
4,21102,290.0,521.0
4,21103,290.0,585.0
3,21104,258.0,573.0
3,21105,292.0,496.0
4,21106,205.0,447.0
5,21107,163.0,533.0
4,21108,265.0,321.0
2,21109,292.0,463.0
2,21110,182.0,521.0
5,21111,277.0,527.0
4,21112,290.0,521.0
3,21113,353.0,506.0
4,21114,290.0,11.0
4,21115,183.0,602.0
5,21116,332.0,533.0
3,21117,301.0,338.0
3,21118,277.0,562.0
3,21119,301.0,463.0
5,21120,292.0,511.0
3,21121,290.0,536.0
3,21122,292.0,396.0
5,21123,290.0,567.0
3,21124,292.0,447.0
4,21125,290.0,527.0
4,21126,331.0,496.0
3,21127,277.0,396.0
4,21128,290.0,567.0
3,21129,292.0,521.0
3,21130,321.0,521.0
4,21131,332.0,438.0
4,21132,277.0,506.0
4,21133,182.0,337.0
5,21134,290.0,271.0
5,21135,89.0,511.0
3,21136,301.0,496.0
5,21137,290.0,496.0
4,21138,182.0,438.0
3,21139,301.0,533.0
4,21140,301.0,370.0
4,21141,332.0,553.0
3,21142,89.0,496.0
3,21143,290.0,511.0
5,21144,290.0,496.0
4,21145,125.0,562.0
3,21146,292.0,470.0
3,21147,332.0,321.0
3,21148,290.0,496.0
3,21149,205.0,239.0
4,21150,182.0,239.0
4,21151,255.0,302.0
3,21152,301.0,562.0
2,21153,301.0,521.0
4,21154,290.0,521.0
3,21155,169.0,503.0
5,21156,290.0,312.0
5,21157,290.0,528.0
2,21158,290.0,496.0
3,21159,301.0,521.0
4,21160,290.0,496.0
1,21161,22.0,396.0
4,21162,321.0,370.0
3,21163,290.0,333.0
5,21164,277.0,438.0
4,21165,290.0,321.0
3,21166,301.0,470.0
5,21167,89.0,445.0
3,21168,22.0,602.0
4,21169,332.0,464.0
3,21170,301.0,396.0
4,21171,290.0,567.0
5,21172,277.0,321.0
4,21173,169.0,496.0
5,21174,296.0,511.0
5,21175,277.0,447.0
3,21176,292.0,470.0
4,21177,290.0,496.0
1,21178,301.0,338.0
3,21179,301.0,553.0
2,21180,255.0,447.0
1,21181,255.0,312.0
4,21182,290.0,496.0
4,21183,205.0,96.0
3,21184,183.0,197.0
3,21185,277.0,533.0
1,21186,205.0,338.0
2,21187,183.0,503.0
2,21188,290.0,521.0
3,21189,301.0,338.0
5,21190,290.0,528.0
4,21191,290.0,553.0
4,21192,142.0,583.0
3,21193,182.0,511.0
4,21194,332.0,370.0
3,21195,301.0,553.0
3,21196,290.0,447.0
4,21197,277.0,338.0
3,21198,290.0,438.0
1,21199,332.0,447.0
3,21200,182.0,511.0
4,21201,277.0,521.0
2,21202,277.0,589.0
4,21203,321.0,447.0
5,21204,290.0,11.0
4,21205,265.0,567.0
1,21206,301.0,396.0
5,21207,290.0,381.0
5,21208,290.0,271.0
3,21209,301.0,527.0
4,21210,277.0,402.0
3,21211,292.0,370.0
3,21212,292.0,496.0
2,21213,292.0,489.0
5,21214,301.0,438.0
3,21215,290.0,424.0
4,21216,332.0,511.0
4,21217,292.0,470.0
5,21218,290.0,602.0
1,21219,372.0,533.0
3,21220,89.0,106.0
5,21221,277.0,239.0
3,21222,301.0,470.0
3,21223,290.0,511.0
3,21224,258.0,489.0
5,21225,182.0,489.0
3,21226,301.0,562.0
1,21227,290.0,567.0
1,21228,277.0,381.0
5,21229,321.0,521.0
3,21230,301.0,447.0
4,21231,89.0,602.0
5,21232,290.0,567.0
4,21233,290.0,338.0
3,21234,301.0,402.0
4,21235,89.0,527.0
4,21236,255.0,521.0
5,21237,296.0,506.0
4,21238,332.0,511.0
2,21239,290.0,338.0
4,21240,290.0,11.0
3,21241,292.0,489.0
2,21242,292.0,338.0
3,21243,183.0,271.0
4,21244,296.0,463.0
5,21245,125.0,553.0
5,21246,296.0,602.0
3,21247,301.0,11.0
3,21248,290.0,511.0
4,21249,290.0,553.0
4,21250,290.0,447.0
3,21251,290.0,438.0
3,21252,295.0,427.0
4,21253,277.0,447.0
5,21254,89.0,445.0
1,21255,290.0,533.0
4,21256,301.0,489.0
3,21257,290.0,527.0
5,21258,292.0,302.0
4,21259,290.0,527.0
4,21260,290.0,553.0
2,21261,163.0,312.0
3,21262,292.0,553.0
4,21263,290.0,442.0
3,21264,182.0,533.0
4,21265,301.0,489.0
3,21266,301.0,533.0
4,21267,292.0,533.0
5,21268,347.0,565.0
5,21269,292.0,312.0
5,21270,296.0,511.0
4,21271,301.0,447.0
4,21272,277.0,464.0
4,21273,301.0,321.0
1,21274,301.0,381.0
2,21275,277.0,333.0
4,21276,182.0,553.0
2,21277,301.0,321.0
4,21278,22.0,396.0
1,21279,296.0,511.0
3,21280,290.0,489.0
1,21281,292.0,489.0
5,21282,290.0,337.0
3,21283,295.0,338.0
2,21284,290.0,562.0
2,21285,290.0,445.0
4,21286,277.0,396.0
3,21287,301.0,527.0
5,21288,205.0,562.0
4,21289,301.0,338.0
5,21290,277.0,321.0
3,21291,296.0,396.0
5,21292,255.0,521.0
4,21293,255.0,239.0
3,21294,290.0,442.0
5,21295,183.0,600.0
4,21296,277.0,321.0
3,21297,301.0,506.0
2,21298,290.0,338.0
3,21299,290.0,567.0
3,21300,301.0,338.0
4,21301,292.0,489.0
5,21302,290.0,106.0
5,21303,290.0,370.0
5,21304,296.0,562.0
3,21305,290.0,489.0
5,21306,265.0,312.0
3,21307,125.0,506.0
3,21308,296.0,602.0
5,21309,277.0,528.0
4,21310,125.0,321.0
4,21311,290.0,402.0
4,21312,290.0,583.0
2,21313,182.0,553.0
5,21314,290.0,381.0
3,21315,169.0,333.0
2,21316,292.0,447.0
5,21317,125.0,573.0
5,21318,290.0,533.0
4,21319,290.0,562.0
3,21320,372.0,438.0
4,21321,290.0,321.0
2,21322,290.0,445.0
3,21323,277.0,447.0
4,21324,332.0,11.0
2,21325,292.0,470.0
4,21326,290.0,489.0
3,21327,292.0,470.0
4,21328,301.0,321.0
1,21329,301.0,511.0
3,21330,301.0,489.0
5,21331,277.0,239.0
5,21332,332.0,506.0
2,21333,182.0,96.0
3,21334,182.0,553.0
2,21335,290.0,521.0
2,21336,301.0,337.0
2,21337,125.0,11.0
4,21338,277.0,463.0
2,21339,277.0,333.0
5,21340,290.0,553.0
4,21341,301.0,338.0
4,21342,183.0,438.0
3,21343,277.0,562.0
4,21344,292.0,511.0
4,21345,290.0,337.0
4,21346,301.0,567.0
3,21347,205.0,271.0
5,21348,89.0,600.0
4,21349,89.0,11.0
4,21350,290.0,396.0
4,21351,290.0,106.0
3,21352,125.0,553.0
4,21353,301.0,396.0
4,21354,290.0,321.0
4,21355,301.0,553.0
3,21356,277.0,447.0
5,21357,290.0,527.0
5,21358,182.0,553.0
5,21359,301.0,503.0
2,21360,290.0,447.0
5,21361,301.0,396.0
3,21362,372.0,442.0
3,21363,255.0,294.0
3,21364,292.0,489.0
4,21365,182.0,533.0
2,21366,292.0,511.0
5,21367,301.0,271.0
4,21368,277.0,567.0
3,21369,277.0,439.0
2,21370,292.0,321.0
1,21371,163.0,528.0
4,21372,277.0,438.0
5,21373,296.0,106.0
4,21374,292.0,427.0
5,21375,277.0,338.0
2,21376,301.0,470.0
4,21377,182.0,521.0
4,21378,277.0,533.0
2,21379,301.0,511.0
5,21380,277.0,511.0
4,21381,290.0,321.0
4,21382,290.0,521.0
1,21383,292.0,447.0
4,21384,290.0,447.0
4,21385,125.0,567.0
3,21386,182.0,294.0
5,21387,290.0,470.0
1,21388,290.0,489.0
4,21389,301.0,312.0
5,21390,321.0,438.0
1,21391,265.0,321.0
2,21392,301.0,521.0
4,21393,292.0,463.0
4,21394,351.0,533.0
5,21395,277.0,503.0
2,21396,290.0,96.0
4,21397,321.0,402.0
3,21398,301.0,438.0
3,21399,182.0,565.0
4,21400,301.0,463.0
4,21401,290.0,333.0
4,21402,355.0,511.0
4,21403,182.0,463.0
4,21404,277.0,274.0
5,21405,277.0,447.0
1,21406,292.0,553.0
1,21407,290.0,294.0
3,21408,301.0,533.0
5,21409,290.0,583.0
4,21410,290.0,438.0
2,21411,290.0,533.0
3,21412,332.0,58.0
4,21413,290.0,438.0
2,21414,182.0,463.0
5,21415,372.0,553.0
5,21416,255.0,527.0
5,21417,290.0,527.0
4,21418,125.0,521.0
3,21419,301.0,470.0
5,21420,290.0,489.0
4,21421,290.0,271.0
5,21422,296.0,445.0
2,21423,125.0,447.0
5,21424,277.0,402.0
4,21425,292.0,312.0
4,21426,296.0,602.0
4,21427,292.0,470.0
3,21428,301.0,553.0
5,21429,292.0,585.0
2,21430,290.0,553.0
4,21431,290.0,553.0
3,21432,182.0,533.0
4,21433,290.0,521.0
4,21434,290.0,511.0
5,21435,301.0,396.0
3,21436,296.0,489.0
3,21437,301.0,489.0
5,21438,290.0,567.0
4,21439,182.0,541.0
4,21440,290.0,463.0
3,21441,292.0,553.0
5,21442,301.0,521.0
3,21443,89.0,338.0
4,21444,277.0,271.0
5,21445,301.0,553.0
4,21446,290.0,463.0
4,21447,290.0,521.0
4,21448,277.0,533.0
4,21449,301.0,585.0
4,21450,277.0,110.0
4,21451,290.0,427.0
4,21452,277.0,438.0
4,21453,277.0,106.0
3,21454,292.0,521.0
4,21455,290.0,511.0
5,21456,125.0,602.0
5,21457,182.0,541.0
3,21458,290.0,338.0
5,21459,277.0,489.0
4,21460,182.0,553.0
3,21461,296.0,533.0
3,21462,290.0,381.0
4,21463,301.0,427.0
4,21464,169.0,506.0
3,21465,292.0,58.0
5,21466,290.0,337.0
3,21467,292.0,338.0
4,21468,301.0,271.0
2,21469,290.0,533.0
5,21470,265.0,442.0
5,21471,290.0,521.0
3,21472,292.0,506.0
2,21473,301.0,521.0
5,21474,290.0,511.0
4,21475,290.0,567.0
4,21476,265.0,105.0
1,21477,290.0,271.0
4,21478,169.0,106.0
4,21479,277.0,511.0
3,21480,292.0,58.0
4,21481,277.0,274.0
1,21482,301.0,533.0
5,21483,290.0,583.0
3,21484,183.0,105.0
5,21485,258.0,489.0
1,21486,290.0,553.0
4,21487,301.0,528.0
5,21488,290.0,396.0
3,21489,290.0,294.0
5,21490,89.0,438.0
2,21491,296.0,447.0
4,21492,290.0,511.0
5,21493,290.0,447.0
5,21494,347.0,533.0
3,21495,277.0,463.0
3,21496,290.0,438.0
2,21497,332.0,511.0
4,21498,290.0,338.0
4,21499,290.0,58.0
3,21500,292.0,463.0
4,21501,290.0,438.0
4,21502,182.0,447.0
5,21503,290.0,447.0
3,21504,277.0,106.0
2,21505,290.0,533.0
3,21506,169.0,193.0
5,21507,332.0,110.0
3,21508,301.0,463.0
4,21509,290.0,567.0
4,21510,332.0,106.0
4,21511,331.0,511.0
3,21512,277.0,438.0
5,21513,301.0,302.0
3,21514,277.0,333.0
3,21515,301.0,562.0
4,21516,290.0,402.0
5,21517,277.0,271.0
3,21518,332.0,553.0
4,21519,301.0,370.0
3,21520,290.0,338.0
4,21521,353.0,553.0
4,21522,292.0,533.0
4,21523,182.0,528.0
4,21524,290.0,553.0
5,21525,268.0,489.0
4,21526,290.0,370.0
4,21527,290.0,573.0
2,21528,301.0,447.0
1,21529,332.0,511.0
3,21530,296.0,381.0
5,21531,332.0,11.0
1,21532,290.0,294.0
4,21533,292.0,271.0
4,21534,292.0,338.0
3,21535,292.0,533.0
3,21536,125.0,193.0
4,21537,277.0,438.0
5,21538,290.0,489.0
4,21539,125.0,511.0
5,21540,182.0,294.0
3,21541,372.0,110.0
5,21542,255.0,489.0
3,21543,372.0,533.0
1,21544,290.0,338.0
4,21545,372.0,553.0
3,21546,296.0,567.0
4,21547,290.0,521.0
5,21548,290.0,489.0
1,21549,292.0,511.0
4,21550,332.0,312.0
1,21551,290.0,533.0
3,21552,290.0,511.0
1,21553,290.0,447.0
3,21554,182.0,447.0
3,21555,295.0,222.0
3,21556,301.0,337.0
4,21557,295.0,533.0
3,21558,301.0,427.0
1,21559,163.0,402.0
5,21560,290.0,381.0
4,21561,301.0,511.0
2,21562,301.0,489.0
3,21563,301.0,511.0
3,21564,290.0,294.0
4,21565,290.0,447.0
4,21566,296.0,402.0
1,21567,292.0,321.0
4,21568,290.0,553.0
4,21569,290.0,567.0
3,21570,301.0,106.0
3,21571,301.0,106.0
4,21572,290.0,438.0
5,21573,301.0,506.0
4,21574,290.0,106.0
5,21575,290.0,239.0
2,21576,301.0,489.0
2,21577,372.0,338.0
4,21578,290.0,106.0
3,21579,301.0,553.0
5,21580,290.0,503.0
4,21581,332.0,321.0
4,21582,169.0,11.0
4,21583,277.0,447.0
3,21584,301.0,222.0
5,21585,301.0,470.0
4,21586,290.0,533.0
1,21587,290.0,239.0
4,21588,290.0,553.0
3,21589,290.0,511.0
5,21590,182.0,602.0
4,21591,290.0,567.0
4,21592,290.0,445.0
5,21593,277.0,337.0
3,21594,290.0,58.0
3,21595,292.0,511.0
2,21596,290.0,533.0
4,21597,183.0,567.0
5,21598,290.0,521.0
4,21599,301.0,541.0
4,21600,292.0,447.0
2,21601,301.0,312.0
2,21602,290.0,585.0
5,21603,290.0,257.0
2,21604,332.0,527.0
4,21605,332.0,338.0
3,21606,290.0,424.0
4,21607,169.0,463.0
2,21608,301.0,533.0
4,21609,301.0,455.0
3,21610,277.0,321.0
5,21611,277.0,321.0
3,21612,301.0,337.0
4,21613,301.0,553.0
2,21614,290.0,302.0
2,21615,301.0,438.0
4,21616,301.0,489.0
4,21617,295.0,427.0
1,21618,301.0,489.0
3,21619,350.0,511.0
2,21620,290.0,533.0
4,21621,290.0,294.0
2,21622,290.0,321.0
3,21623,292.0,489.0
5,21624,277.0,110.0
3,21625,277.0,436.0
4,21626,290.0,447.0
4,21627,290.0,239.0
5,21628,290.0,445.0
4,21629,277.0,533.0
4,21630,332.0,573.0
2,21631,292.0,396.0
3,21632,290.0,463.0
4,21633,301.0,312.0
2,21634,290.0,528.0
4,21635,290.0,489.0
1,21636,277.0,533.0
4,21637,301.0,370.0
5,21638,163.0,396.0
5,21639,321.0,533.0
5,21640,255.0,294.0
3,21641,301.0,562.0
5,21642,290.0,511.0
3,21643,182.0,483.0
3,21644,290.0,464.0
5,21645,89.0,489.0
5,21646,296.0,553.0
2,21647,296.0,567.0
5,21648,277.0,583.0
4,21649,183.0,463.0
5,21650,321.0,511.0
5,21651,301.0,573.0
4,21652,290.0,533.0
4,21653,301.0,521.0
4,21654,277.0,197.0
4,21655,290.0,445.0
2,21656,255.0,11.0
4,21657,290.0,447.0
4,21658,292.0,274.0
3,21659,290.0,338.0
5,21660,89.0,567.0
4,21661,183.0,312.0
4,21662,301.0,553.0
3,21663,290.0,483.0
3,21664,277.0,302.0
4,21665,205.0,445.0
3,21666,301.0,222.0
4,21667,301.0,565.0
4,21668,332.0,553.0
5,21669,301.0,489.0
3,21670,292.0,527.0
3,21671,296.0,489.0
3,21672,290.0,381.0
1,21673,296.0,489.0
4,21674,290.0,463.0
4,21675,290.0,521.0
3,21676,277.0,106.0
4,21677,301.0,338.0
4,21678,265.0,521.0
3,21679,292.0,503.0
4,21680,332.0,511.0
5,21681,290.0,321.0
3,21682,163.0,337.0
5,21683,277.0,442.0
4,21684,277.0,521.0
5,21685,332.0,527.0
3,21686,277.0,521.0
2,21687,255.0,533.0
4,21688,301.0,489.0
4,21689,89.0,447.0
5,21690,182.0,439.0
4,21691,169.0,294.0
3,21692,296.0,294.0
3,21693,301.0,257.0
1,21694,290.0,222.0
2,21695,301.0,511.0
3,21696,332.0,222.0
3,21697,290.0,567.0
4,21698,301.0,489.0
3,21699,89.0,521.0
4,21700,277.0,445.0
4,21701,290.0,439.0
5,21702,301.0,553.0
5,21703,301.0,381.0
4,21704,290.0,381.0
2,21705,169.0,533.0
3,21706,290.0,521.0
3,21707,290.0,11.0
5,21708,290.0,585.0
3,21709,292.0,442.0
4,21710,301.0,438.0
5,21711,292.0,489.0
5,21712,290.0,455.0
5,21713,290.0,447.0
3,21714,290.0,11.0
3,21715,292.0,533.0
5,21716,277.0,511.0
1,21717,301.0,541.0
4,21718,290.0,463.0
4,21719,183.0,338.0
4,21720,301.0,381.0
4,21721,182.0,397.0
4,21722,290.0,553.0
4,21723,125.0,533.0
3,21724,290.0,447.0
4,21725,290.0,338.0
2,21726,332.0,396.0
4,21727,301.0,567.0
5,21728,301.0,463.0
3,21729,332.0,553.0
4,21730,292.0,294.0
3,21731,290.0,521.0
3,21732,277.0,321.0
1,21733,182.0,110.0
3,21734,290.0,585.0
4,21735,277.0,447.0
3,21736,295.0,222.0
4,21737,290.0,483.0
3,21738,290.0,96.0
4,21739,292.0,521.0
5,21740,290.0,533.0
4,21741,89.0,333.0
3,21742,290.0,533.0
3,21743,301.0,338.0
1,21744,255.0,427.0
3,21745,89.0,521.0
4,21746,296.0,521.0
3,21747,372.0,110.0
3,21748,290.0,464.0
4,21749,290.0,424.0
5,21750,301.0,511.0
3,21751,290.0,533.0
3,21752,205.0,370.0
3,21753,332.0,427.0
4,21754,277.0,463.0
5,21755,89.0,489.0
5,21756,355.0,489.0
3,21757,301.0,222.0
5,21758,290.0,503.0
4,21759,182.0,553.0
4,21760,290.0,455.0
3,21761,301.0,511.0
3,21762,290.0,105.0
5,21763,255.0,427.0
4,21764,292.0,533.0
5,21765,22.0,438.0
3,21766,290.0,447.0
3,21767,169.0,333.0
5,21768,301.0,600.0
3,21769,290.0,521.0
3,21770,292.0,565.0
3,21771,332.0,333.0
4,21772,290.0,402.0
4,21773,277.0,463.0
5,21774,290.0,470.0
3,21775,296.0,511.0
3,21776,292.0,463.0
4,21777,290.0,396.0
5,21778,277.0,463.0
4,21779,332.0,447.0
1,21780,301.0,302.0
5,21781,332.0,541.0
3,21782,277.0,321.0
4,21783,277.0,463.0
5,21784,183.0,470.0
4,21785,290.0,489.0
3,21786,332.0,447.0
3,21787,292.0,521.0
4,21788,290.0,489.0
4,21789,277.0,521.0
4,21790,183.0,439.0
5,21791,277.0,553.0
3,21792,255.0,533.0
4,21793,290.0,585.0
3,21794,290.0,438.0
3,21795,292.0,470.0
3,21796,296.0,528.0
5,21797,292.0,489.0
5,21798,205.0,338.0
3,21799,290.0,527.0
2,21800,290.0,533.0
3,21801,290.0,470.0
3,21802,183.0,463.0
3,21803,332.0,106.0
4,21804,301.0,470.0
3,21805,290.0,562.0
3,21806,22.0,489.0
4,21807,301.0,602.0
5,21808,290.0,511.0
4,21809,125.0,533.0
3,21810,290.0,338.0
5,21811,290.0,553.0
1,21812,301.0,222.0
3,21813,290.0,381.0
3,21814,292.0,338.0
5,21815,290.0,521.0
4,21816,301.0,396.0
5,21817,292.0,489.0
1,21818,332.0,312.0
3,21819,296.0,533.0
3,21820,277.0,239.0
5,21821,182.0,567.0
1,21822,292.0,521.0
5,21823,290.0,239.0
5,21824,301.0,553.0
3,21825,290.0,521.0
4,21826,183.0,521.0
5,21827,182.0,521.0
5,21828,183.0,337.0
4,21829,277.0,370.0
1,21830,125.0,464.0
5,21831,89.0,338.0
3,21832,183.0,396.0
2,21833,290.0,370.0
4,21834,296.0,553.0
3,21835,290.0,381.0
1,21836,290.0,436.0
4,21837,301.0,536.0
2,21838,290.0,333.0
1,21839,205.0,274.0
4,21840,277.0,447.0
2,21841,332.0,585.0
3,21842,296.0,489.0
3,21843,290.0,302.0
5,21844,292.0,533.0
4,21845,290.0,583.0
3,21846,296.0,438.0
4,21847,182.0,442.0
2,21848,290.0,521.0
4,21849,296.0,381.0
4,21850,277.0,302.0
5,21851,104.0,567.0
4,21852,277.0,503.0
4,21853,277.0,338.0
4,21854,290.0,533.0
4,21855,277.0,511.0
5,21856,182.0,489.0
4,21857,301.0,553.0
3,21858,290.0,427.0
5,21859,290.0,489.0
5,21860,290.0,58.0
3,21861,301.0,321.0
3,21862,290.0,562.0
2,21863,183.0,553.0
3,21864,125.0,463.0
3,21865,301.0,58.0
4,21866,332.0,511.0
1,21867,125.0,533.0
2,21868,290.0,541.0
3,21869,292.0,489.0
2,21870,296.0,222.0
5,21871,301.0,222.0
5,21872,277.0,463.0
4,21873,355.0,489.0
2,21874,301.0,470.0
4,21875,292.0,302.0
3,21876,301.0,528.0
4,21877,290.0,489.0
4,21878,277.0,424.0
5,21879,301.0,396.0
3,21880,292.0,585.0
2,21881,301.0,58.0
5,21882,277.0,370.0
2,21883,332.0,338.0
4,21884,290.0,239.0
3,21885,301.0,511.0
5,21886,290.0,533.0
5,21887,205.0,396.0
1,21888,258.0,338.0
4,21889,277.0,503.0
2,21890,301.0,503.0
3,21891,277.0,438.0
3,21892,290.0,222.0
4,21893,301.0,402.0
3,21894,290.0,447.0
3,21895,372.0,602.0
4,21896,292.0,222.0
5,21897,277.0,521.0
3,21898,290.0,503.0
4,21899,277.0,239.0
4,21900,301.0,396.0
5,21901,292.0,489.0
3,21902,183.0,521.0
3,21903,290.0,553.0
4,21904,290.0,503.0
5,21905,89.0,553.0
5,21906,277.0,562.0
3,21907,182.0,338.0
3,21908,290.0,470.0
2,21909,183.0,455.0
4,21910,277.0,463.0
2,21911,301.0,463.0
5,21912,277.0,193.0
4,21913,372.0,321.0
3,21914,301.0,533.0
4,21915,290.0,402.0
3,21916,292.0,381.0
3,21917,255.0,447.0
3,21918,255.0,489.0
3,21919,290.0,553.0
5,21920,265.0,533.0
3,21921,290.0,585.0
4,21922,332.0,562.0
3,21923,292.0,567.0
4,21924,205.0,294.0
4,21925,277.0,483.0
4,21926,290.0,527.0
5,21927,290.0,553.0
5,21928,301.0,321.0
5,21929,332.0,333.0
4,21930,301.0,11.0
3,21931,301.0,222.0
4,21932,290.0,447.0
4,21933,332.0,527.0
3,21934,292.0,511.0
4,21935,295.0,11.0
2,21936,301.0,553.0
4,21937,296.0,533.0
3,21938,301.0,527.0
5,21939,347.0,489.0
2,21940,290.0,370.0
4,21941,22.0,294.0
4,21942,301.0,447.0
3,21943,290.0,294.0
1,21944,290.0,470.0
4,21945,332.0,447.0
5,21946,125.0,553.0
3,21947,332.0,58.0
5,21948,290.0,381.0
2,21949,205.0,511.0
2,21950,290.0,447.0
4,21951,296.0,396.0
5,21952,22.0,447.0
4,21953,301.0,483.0
3,21954,205.0,445.0
4,21955,255.0,447.0
4,21956,169.0,402.0
3,21957,205.0,470.0
3,21958,290.0,321.0
4,21959,301.0,439.0
2,21960,301.0,489.0
5,21961,116.0,396.0
1,21962,301.0,321.0
5,21963,290.0,470.0
2,21964,301.0,470.0
2,21965,301.0,312.0
4,21966,182.0,447.0
3,21967,89.0,470.0
4,21968,332.0,511.0
4,21969,265.0,553.0
5,21970,277.0,370.0
2,21971,89.0,527.0
4,21972,183.0,489.0
3,21973,292.0,533.0
3,21974,290.0,489.0
4,21975,182.0,370.0
3,21976,290.0,527.0
3,21977,183.0,503.0
3,21978,290.0,573.0
3,21979,290.0,521.0
5,21980,125.0,533.0
2,21981,301.0,447.0
4,21982,290.0,338.0
5,21983,290.0,427.0
3,21984,169.0,106.0
2,21985,301.0,447.0
5,21986,183.0,433.0
5,21987,104.0,489.0
5,21988,183.0,447.0
3,21989,290.0,447.0
5,21990,169.0,589.0
3,21991,125.0,528.0
3,21992,182.0,503.0
3,21993,301.0,447.0
3,21994,277.0,567.0
5,21995,205.0,239.0
3,21996,183.0,463.0
5,21997,205.0,396.0
4,21998,301.0,573.0
4,21999,301.0,562.0
4,22000,277.0,600.0
4,22001,290.0,302.0
1,22002,301.0,338.0
2,22003,321.0,455.0
3,22004,277.0,527.0
1,22005,258.0,96.0
4,22006,290.0,370.0
3,22007,290.0,274.0
3,22008,290.0,533.0
3,22009,255.0,489.0
4,22010,116.0,402.0
3,22011,296.0,553.0
4,22012,301.0,197.0
4,22013,277.0,583.0
5,22014,183.0,553.0
3,22015,296.0,553.0
2,22016,290.0,396.0
4,22017,301.0,438.0
4,22018,255.0,553.0
4,22019,301.0,447.0
4,22020,301.0,553.0
4,22021,290.0,193.0
3,22022,182.0,447.0
5,22023,290.0,489.0
3,22024,290.0,106.0
4,22025,292.0,533.0
5,22026,292.0,553.0
3,22027,292.0,402.0
2,22028,292.0,222.0
5,22029,296.0,447.0
4,22030,277.0,600.0
3,22031,290.0,338.0
5,22032,169.0,489.0
5,22033,296.0,489.0
4,22034,22.0,222.0
4,22035,277.0,541.0
3,22036,277.0,463.0
3,22037,301.0,321.0
3,22038,290.0,402.0
4,22039,301.0,527.0
4,22040,292.0,381.0
4,22041,290.0,58.0
3,22042,205.0,447.0
4,22043,296.0,533.0
4,22044,296.0,602.0
1,22045,301.0,302.0
5,22046,277.0,397.0
4,22047,290.0,511.0
4,22048,301.0,521.0
4,22049,182.0,381.0
3,22050,290.0,402.0
4,22051,301.0,294.0
1,22052,290.0,521.0
3,22053,292.0,321.0
1,22054,292.0,338.0
5,22055,89.0,338.0
4,22056,290.0,585.0
4,22057,292.0,321.0
3,22058,292.0,489.0
3,22059,182.0,338.0
3,22060,292.0,447.0
5,22061,290.0,96.0
4,22062,301.0,483.0
4,22063,258.0,337.0
3,22064,301.0,447.0
5,22065,290.0,455.0
5,22066,169.0,470.0
4,22067,89.0,602.0
3,22068,290.0,511.0
2,22069,277.0,197.0
4,22070,301.0,511.0
4,22071,347.0,489.0
4,22072,301.0,463.0
4,22073,277.0,442.0
4,22074,301.0,533.0
2,22075,290.0,447.0
4,22076,255.0,11.0
5,22077,205.0,553.0
3,22078,290.0,463.0
5,22079,290.0,447.0
5,22080,290.0,585.0
4,22081,89.0,533.0
1,22082,183.0,602.0
4,22083,290.0,381.0
4,22084,301.0,381.0
4,22085,332.0,391.0
5,22086,169.0,447.0
5,22087,205.0,338.0
4,22088,290.0,521.0
4,22089,292.0,433.0
4,22090,292.0,402.0
4,22091,301.0,447.0
5,22092,292.0,321.0
3,22093,290.0,470.0
1,22094,292.0,553.0
4,22095,295.0,433.0
4,22096,290.0,521.0
4,22097,372.0,521.0
5,22098,290.0,585.0
5,22099,277.0,567.0
2,22100,277.0,381.0
4,22101,290.0,521.0
2,22102,22.0,567.0
5,22103,290.0,489.0
4,22104,296.0,193.0
3,22105,301.0,312.0
5,22106,290.0,521.0
4,22107,301.0,333.0
4,22108,296.0,521.0
5,22109,332.0,321.0
5,22110,292.0,521.0
3,22111,290.0,96.0
4,22112,301.0,562.0
3,22113,290.0,533.0
4,22114,277.0,528.0
2,22115,301.0,222.0
4,22116,290.0,447.0
4,22117,277.0,294.0
3,22118,301.0,396.0
4,22119,277.0,321.0
3,22120,290.0,370.0
1,22121,292.0,489.0
4,22122,290.0,553.0
4,22123,104.0,553.0
4,22124,255.0,553.0
4,22125,277.0,533.0
3,22126,290.0,528.0
5,22127,290.0,321.0
4,22128,301.0,489.0
3,22129,290.0,433.0
4,22130,296.0,553.0
1,22131,221.0,294.0
1,22132,182.0,521.0
4,22133,290.0,222.0
5,22134,332.0,294.0
5,22135,292.0,447.0
4,22136,301.0,567.0
5,22137,290.0,585.0
4,22138,290.0,489.0
3,22139,290.0,553.0
3,22140,290.0,533.0
5,22141,292.0,489.0
5,22142,277.0,321.0
4,22143,301.0,338.0
