cast_num,movieid_actorid,actorid,movieid
2,2817,8020.0,318.0
3,2818,8019.0,278.0
3,2819,2476.0,278.0
3,2820,7875.0,278.0
3,2821,8014.0,303.0
2,2822,7831.0,303.0
3,2823,8014.0,278.0
2,2824,7830.0,179.0
1,2825,8009.0,303.0
2,2826,7827.0,303.0
2,2827,8006.0,278.0
2,2828,8006.0,207.0
3,2829,7875.0,318.0
2,2830,7875.0,318.0
3,2831,8006.0,318.0
2,2832,8004.0,302.0
1,2833,8001.0,318.0
3,2834,7837.0,318.0
2,2835,7994.0,313.0
1,2836,7870.0,318.0
3,2837,7870.0,278.0
3,2838,7827.0,346.0
2,2839,7870.0,318.0
3,2840,7825.0,295.0
2,2841,7815.0,355.0
2,2842,7994.0,278.0
2,2843,7870.0,207.0
2,2844,7994.0,278.0
1,2845,7994.0,278.0
1,2846,7826.0,43.0
3,2847,7870.0,278.0
0,2848,7994.0,303.0
2,2849,7869.0,278.0
3,2850,7824.0,321.0
0,2851,7821.0,318.0
3,2852,7800.0,278.0
0,2853,7994.0,303.0
2,2854,7994.0,303.0
3,2855,7994.0,278.0
2,2856,7818.0,104.0
0,2857,7818.0,303.0
3,2858,7814.0,169.0
2,2859,7856.0,278.0
2,2860,7994.0,314.0
2,2861,7854.0,303.0
2,2862,7814.0,309.0
3,2863,7994.0,292.0
2,2864,7813.0,169.0
1,2865,7794.0,321.0
1,2866,7794.0,284.0
1,2867,7993.0,292.0
3,2868,7782.0,278.0
2,2869,7992.0,278.0
3,2870,7985.0,292.0
3,2871,7982.0,278.0
2,2872,7770.0,255.0
2,2873,7812.0,318.0
3,2874,7770.0,292.0
1,2875,7810.0,232.0
1,2876,7810.0,245.0
2,2877,7850.0,318.0
2,2878,7770.0,292.0
0,2879,7808.0,245.0
3,2880,7808.0,318.0
2,2881,7982.0,314.0
3,2882,7850.0,278.0
2,2883,7979.0,318.0
2,2884,7971.0,376.0
2,2885,7969.0,318.0
3,2886,7808.0,278.0
2,2887,7841.0,278.0
2,2888,7807.0,278.0
2,2889,7828.0,318.0
1,2890,7807.0,232.0
3,2891,7778.0,292.0
3,2892,7760.0,302.0
2,2893,7768.0,207.0
3,2894,7801.0,318.0
2,2895,7968.0,278.0
2,2896,7768.0,309.0
2,2897,7797.0,318.0
1,2898,7820.0,314.0
3,2899,7967.0,276.0
3,2900,7817.0,276.0
1,2901,7764.0,187.0
0,2902,7792.0,347.0
2,2903,7787.0,255.0
1,2904,7817.0,318.0
2,2905,7744.0,232.0
3,2906,7964.0,318.0
1,2907,7744.0,292.0
3,2908,7784.0,249.0
3,2909,7730.0,249.0
3,2910,7779.0,292.0
2,2911,7777.0,249.0
1,2912,7964.0,276.0
3,2913,7964.0,318.0
1,2914,7774.0,255.0
3,2915,7964.0,318.0
1,2916,7726.0,318.0
1,2917,7964.0,207.0
3,2918,7964.0,315.0
0,2919,7724.0,255.0
2,2920,7964.0,276.0
3,2921,7964.0,292.0
3,2922,7712.0,255.0
2,2923,7964.0,276.0
2,2924,7817.0,292.0
2,2925,7805.0,292.0
1,2926,7699.0,268.0
3,2927,7725.0,376.0
3,2928,7693.0,276.0
1,2929,7773.0,292.0
3,2930,7765.0,276.0
2,2931,7678.0,313.0
3,2932,7964.0,169.0
3,2933,7964.0,308.0
3,2934,7964.0,276.0
1,2935,7964.0,353.0
3,2936,7804.0,276.0
3,2937,7804.0,232.0
3,2938,7964.0,276.0
2,2939,8063.0,292.0
1,2940,7804.0,207.0
3,2941,7804.0,308.0
1,2942,7762.0,276.0
3,2943,7669.0,255.0
3,2944,7964.0,313.0
2,2945,7758.0,232.0
2,2946,7757.0,355.0
2,2947,7804.0,308.0
3,2948,7662.0,314.0
1,2949,7964.0,232.0
2,2950,7753.0,347.0
2,2951,7750.0,187.0
3,2952,7742.0,183.0
3,2953,7964.0,169.0
2,2954,7964.0,308.0
3,2955,7662.0,302.0
3,2956,7964.0,308.0
2,2957,7742.0,314.0
3,2958,7963.0,308.0
3,2959,7661.0,302.0
2,2960,7803.0,276.0
3,2961,7742.0,292.0
3,2962,7683.0,232.0
0,2963,7742.0,346.0
1,2964,9054.0,239.0
2,2965,7793.0,376.0
3,2966,7963.0,276.0
3,2967,7963.0,308.0
3,2968,7963.0,292.0
3,2969,7788.0,276.0
3,2970,7963.0,308.0
2,2971,7771.0,308.0
3,2972,7660.0,346.0
0,2973,7962.0,313.0
3,2974,7741.0,308.0
3,2975,7960.0,245.0
3,2976,7741.0,183.0
3,2977,7960.0,292.0
2,2978,7740.0,315.0
3,2979,7766.0,292.0
3,2980,7739.0,276.0
3,2981,7735.0,314.0
2,2982,7659.0,207.0
2,2983,7957.0,308.0
3,2984,7732.0,203.0
3,2985,7731.0,276.0
1,2986,7755.0,295.0
2,2987,7755.0,232.0
0,2988,7731.0,302.0
2,2989,7731.0,285.0
2,2990,7953.0,308.0
1,2991,7745.0,308.0
3,2992,7937.0,276.0
0,2993,7933.0,292.0
3,2994,7729.0,292.0
3,2995,7657.0,276.0
3,2996,7932.0,308.0
1,2997,7731.0,309.0
3,2998,7723.0,276.0
2,2999,7656.0,302.0
1,3000,7719.0,292.0
3,3001,7718.0,292.0
3,3002,7722.0,232.0
2,3003,7931.0,276.0
2,3004,7721.0,314.0
1,3005,7930.0,285.0
2,3006,7647.0,276.0
3,3007,7930.0,276.0
3,3008,7714.0,302.0
0,3009,7928.0,295.0
2,3010,7928.0,302.0
2,3011,7928.0,308.0
3,3012,7928.0,255.0
2,3013,7928.0,308.0
3,3014,7711.0,308.0
1,3015,7926.0,292.0
1,3016,7720.0,346.0
3,3017,7710.0,276.0
1,3018,7706.0,321.0
2,3019,7695.0,302.0
2,3020,7709.0,295.0
2,3021,7926.0,308.0
3,3022,7692.0,255.0
3,3023,1845.0,292.0
3,3024,7708.0,276.0
3,3025,7680.0,276.0
3,3026,7926.0,308.0
0,3027,7672.0,292.0
3,3028,7645.0,276.0
3,3029,7653.0,308.0
2,3030,7653.0,308.0
3,3031,7704.0,276.0
1,3032,7700.0,183.0
2,3033,7694.0,292.0
2,3034,7653.0,292.0
3,3035,7689.0,295.0
2,3036,7923.0,302.0
0,3037,7920.0,138.0
1,3038,7687.0,284.0
3,3039,7630.0,276.0
3,3040,7687.0,255.0
3,3041,7919.0,308.0
1,3042,7681.0,308.0
3,3043,7687.0,207.0
3,3044,7653.0,276.0
2,3045,7686.0,302.0
1,3046,7682.0,308.0
3,3047,7682.0,285.0
1,3048,7626.0,308.0
2,3049,7905.0,308.0
2,3050,7664.0,302.0
3,3051,7905.0,308.0
3,3052,7905.0,276.0
2,3053,7653.0,292.0
3,3054,7679.0,313.0
3,3055,7611.0,292.0
2,3056,7905.0,304.0
0,3057,7679.0,302.0
1,3058,7677.0,187.0
2,3059,7653.0,304.0
3,3060,7905.0,304.0
3,3061,7903.0,245.0
2,3062,7673.0,304.0
2,3063,7653.0,245.0
3,3064,7668.0,276.0
2,3065,7903.0,292.0
2,3066,7653.0,276.0
1,3067,7899.0,376.0
3,3068,7897.0,276.0
2,3069,7889.0,304.0
2,3070,7626.0,304.0
0,3071,7887.0,292.0
2,3072,7667.0,309.0
2,3073,7885.0,304.0
3,3074,7883.0,304.0
3,3075,7626.0,314.0
3,3076,7622.0,207.0
1,3077,7880.0,302.0
2,3078,7880.0,276.0
2,3079,7666.0,207.0
2,3080,7604.0,292.0
0,3081,7654.0,276.0
2,3082,7880.0,314.0
2,3083,7652.0,232.0
3,3084,7651.0,315.0
2,3085,7604.0,292.0
3,3086,7648.0,276.0
3,3087,7641.0,276.0
3,3088,7622.0,304.0
3,3089,7620.0,276.0
3,3090,7634.0,276.0
1,3091,7642.0,292.0
3,3092,7637.0,276.0
2,3093,7621.0,276.0
1,3094,7632.0,309.0
3,3095,7631.0,255.0
2,3096,7614.0,183.0
2,3097,7618.0,169.0
2,3098,7878.0,314.0
2,3099,7616.0,313.0
2,3100,7615.0,347.0
3,3101,7877.0,276.0
3,3102,7613.0,304.0
2,3103,7876.0,284.0
3,3104,7606.0,315.0
2,3105,7866.0,285.0
3,3106,7613.0,255.0
3,3107,7947.0,292.0
3,3108,7857.0,276.0
3,3109,7852.0,292.0
2,3110,7852.0,276.0
2,3111,7603.0,276.0
2,3112,7852.0,295.0
3,3113,7602.0,169.0
2,3114,7606.0,276.0
2,3115,7598.0,292.0
3,3116,7597.0,292.0
3,3117,7597.0,314.0
3,3118,7592.0,245.0
3,3119,7597.0,304.0
3,3120,7597.0,313.0
1,3121,7595.0,276.0
2,3122,7852.0,273.0
3,3123,7852.0,273.0
3,3124,7852.0,273.0
3,3125,7848.0,273.0
3,3126,7846.0,292.0
3,3127,7559.0,304.0
3,3128,7591.0,183.0
3,3129,7585.0,232.0
2,3130,7842.0,304.0
1,3131,7581.0,304.0
3,3132,7621.0,285.0
2,3133,7612.0,292.0
3,3134,7842.0,273.0
2,3135,7840.0,376.0
2,3136,7840.0,304.0
3,3137,7840.0,292.0
2,3138,7607.0,346.0
2,3139,7600.0,273.0
0,3140,7599.0,292.0
3,3141,7840.0,314.0
2,3142,7836.0,273.0
0,3143,7581.0,313.0
2,3144,7596.0,269.0
0,3145,7832.0,269.0
3,3146,7832.0,232.0
2,3147,7572.0,273.0
1,3148,7580.0,295.0
2,3149,7569.0,169.0
3,3150,7832.0,273.0
3,3151,7819.0,269.0
2,3152,7593.0,273.0
3,3153,7568.0,273.0
2,3154,7568.0,304.0
2,3155,7819.0,273.0
2,3156,7579.0,269.0
2,3157,7573.0,346.0
2,3158,7806.0,273.0
3,3159,7806.0,304.0
3,3160,7568.0,207.0
3,3161,7565.0,203.0
3,3162,7557.0,273.0
3,3163,7564.0,304.0
1,3164,7564.0,232.0
3,3165,7556.0,269.0
2,3166,7802.0,232.0
3,3167,7799.0,269.0
0,3168,7549.0,322.0
2,3169,7562.0,304.0
2,3170,7527.0,169.0
3,3171,7798.0,304.0
3,3172,7511.0,313.0
3,3173,7795.0,269.0
3,3174,7789.0,304.0
2,3175,7562.0,273.0
3,3176,7588.0,207.0
2,3177,7789.0,302.0
2,3178,7786.0,304.0
2,3179,7588.0,376.0
3,3180,7562.0,321.0
3,3181,7783.0,232.0
3,3182,7588.0,207.0
1,3183,7506.0,346.0
2,3184,7783.0,273.0
1,3185,7783.0,314.0
3,3186,7588.0,304.0
3,3187,7578.0,273.0
1,3188,7776.0,304.0
1,3189,7575.0,273.0
2,3190,7761.0,273.0
1,3191,7562.0,205.0
3,3192,7761.0,269.0
2,3193,7501.0,285.0
2,3194,7761.0,313.0
3,3195,7562.0,321.0
2,3196,7562.0,273.0
2,3197,7761.0,232.0
2,3198,7754.0,207.0
3,3199,7562.0,207.0
3,3200,7751.0,304.0
2,3201,7501.0,269.0
2,3202,7751.0,304.0
1,3203,7571.0,279.0
3,3204,7567.0,187.0
2,3205,7567.0,269.0
1,3206,7567.0,304.0
3,3207,7482.0,304.0
3,3208,7749.0,273.0
1,3209,7562.0,304.0
3,3210,7562.0,313.0
2,3211,7567.0,280.0
2,3212,7567.0,358.0
1,3213,7566.0,269.0
2,3214,7748.0,169.0
2,3215,7747.0,207.0
3,3216,7562.0,273.0
1,3217,7743.0,269.0
1,3218,7562.0,269.0
3,3219,7566.0,273.0
2,3220,7555.0,269.0
3,3221,7738.0,286.0
2,3222,7738.0,273.0
3,3223,7555.0,273.0
2,3224,7547.0,269.0
3,3225,7734.0,269.0
3,3226,7733.0,304.0
0,3227,7562.0,269.0
3,3228,7547.0,245.0
2,3229,7562.0,304.0
2,3230,7733.0,355.0
2,3231,7562.0,169.0
3,3232,7561.0,314.0
3,3233,7477.0,304.0
2,3234,7728.0,269.0
3,3235,7547.0,304.0
2,3236,7540.0,269.0
3,3237,7532.0,314.0
3,3238,7522.0,304.0
1,3239,7553.0,273.0
3,3240,7728.0,269.0
2,3241,7473.0,295.0
2,3242,7727.0,269.0
1,3243,7553.0,280.0
3,3244,7546.0,273.0
3,3245,7544.0,183.0
1,3246,7542.0,268.0
2,3247,7717.0,304.0
3,3248,7473.0,346.0
2,3249,7542.0,314.0
3,3250,7469.0,347.0
2,3251,7468.0,295.0
3,3252,7384.0,269.0
2,3253,7716.0,304.0
3,3254,7715.0,273.0
2,3255,7715.0,269.0
2,3256,7541.0,286.0
3,3257,7715.0,304.0
3,3258,7538.0,295.0
2,3259,7538.0,347.0
3,3260,7702.0,304.0
2,3261,7467.0,43.0
1,3262,7533.0,232.0
2,3263,7701.0,304.0
3,3264,7701.0,273.0
2,3265,7530.0,321.0
2,3266,7697.0,263.0
3,3267,7530.0,207.0
1,3268,7512.0,353.0
2,3269,7697.0,304.0
3,3270,7466.0,273.0
3,3271,7530.0,304.0
2,3272,7529.0,255.0
3,3273,7510.0,304.0
3,3274,7697.0,304.0
2,3275,7697.0,315.0
2,3276,7697.0,273.0
2,3277,7529.0,315.0
2,3278,7483.0,304.0
3,3279,7697.0,255.0
1,3280,7464.0,280.0
1,3281,7529.0,304.0
3,3282,7523.0,273.0
3,3283,7697.0,255.0
3,3284,7697.0,304.0
2,3285,7442.0,245.0
3,3286,7521.0,255.0
3,3287,7517.0,347.0
3,3288,7691.0,304.0
1,3289,7516.0,304.0
3,3290,7516.0,273.0
1,3291,7478.0,304.0
0,3292,7515.0,263.0
3,3293,7690.0,273.0
2,3294,7442.0,273.0
3,3295,7419.0,263.0
2,3296,7515.0,273.0
3,3297,7688.0,273.0
2,3298,7685.0,273.0
3,3299,7514.0,273.0
3,3300,7509.0,263.0
2,3301,7684.0,263.0
1,3302,7508.0,273.0
0,3303,7507.0,346.0
3,3304,7504.0,301.0
2,3305,7497.0,207.0
2,3306,7684.0,301.0
1,3307,7684.0,273.0
3,3308,7497.0,313.0
0,3309,7497.0,279.0
2,3310,7496.0,295.0
3,3311,7495.0,301.0
2,3312,7478.0,273.0
2,3313,7676.0,301.0
2,3314,7675.0,313.0
3,3315,7305.0,263.0
0,3316,7665.0,273.0
1,3317,7665.0,263.0
3,3318,7493.0,187.0
2,3319,7665.0,207.0
1,3320,7665.0,313.0
3,3321,7491.0,273.0
3,3322,7490.0,245.0
3,3323,7478.0,313.0
2,3324,7453.0,301.0
3,3325,7484.0,255.0
2,3326,7481.0,273.0
1,3327,7453.0,230.0
2,3328,7663.0,286.0
2,3329,7649.0,263.0
2,3330,7415.0,214.0
1,3331,7450.0,273.0
2,3332,7405.0,346.0
0,3333,7394.0,263.0
2,3334,7644.0,273.0
2,3335,7481.0,207.0
1,3336,7480.0,239.0
1,3337,7644.0,301.0
3,3338,7479.0,273.0
2,3339,7450.0,273.0
3,3340,7387.0,313.0
3,3341,7450.0,310.0
3,3342,7644.0,273.0
2,3343,7385.0,347.0
3,3344,7450.0,301.0
3,3345,7476.0,273.0
1,3346,7450.0,263.0
3,3347,7643.0,301.0
3,3348,7639.0,301.0
3,3349,7385.0,310.0
1,3350,7470.0,245.0
2,3351,7463.0,301.0
2,3352,7638.0,230.0
3,3353,7461.0,310.0
1,3354,7385.0,169.0
3,3355,7636.0,315.0
1,3356,7460.0,273.0
3,3357,7450.0,245.0
2,3358,7636.0,301.0
3,3359,7385.0,346.0
1,3360,7449.0,263.0
2,3361,7459.0,321.0
3,3362,7635.0,263.0
2,3363,7635.0,301.0
3,3364,7449.0,301.0
3,3365,7635.0,376.0
3,3366,7456.0,263.0
2,3367,7378.0,322.0
3,3368,7287.0,263.0
2,3369,7635.0,301.0
2,3370,7635.0,301.0
3,3371,7635.0,301.0
2,3372,7635.0,273.0
2,3373,7376.0,273.0
3,3374,7444.0,273.0
3,3375,7281.0,263.0
2,3376,7635.0,301.0
1,3377,7451.0,205.0
2,3378,7635.0,263.0
2,3379,7447.0,273.0
2,3380,7633.0,263.0
3,3381,7633.0,301.0
3,3382,7444.0,301.0
3,3383,7623.0,301.0
0,3384,7447.0,263.0
2,3385,7441.0,301.0
2,3386,7447.0,263.0
2,3387,7376.0,273.0
2,3388,7447.0,301.0
3,3389,7447.0,313.0
2,3390,7447.0,205.0
1,3391,7447.0,207.0
0,3392,7429.0,263.0
3,3393,7623.0,273.0
2,3394,7426.0,245.0
2,3395,7619.0,230.0
2,3396,7619.0,263.0
3,3397,7418.0,273.0
3,3398,7418.0,285.0
2,3399,7376.0,183.0
1,3400,7445.0,255.0
2,3401,7439.0,273.0
2,3402,7619.0,376.0
0,3403,7438.0,205.0
0,3404,7619.0,346.0
2,3405,7617.0,263.0
0,3406,7438.0,263.0
2,3407,7418.0,286.0
2,3408,7373.0,310.0
1,3409,7412.0,376.0
3,3410,7437.0,273.0
2,3411,7617.0,263.0
3,3412,7608.0,273.0
2,3413,7403.0,301.0
2,3414,7396.0,273.0
3,3415,7605.0,245.0
3,3416,7437.0,207.0
3,3417,7432.0,310.0
2,3418,7396.0,286.0
2,3419,7396.0,263.0
1,3420,7431.0,347.0
3,3421,7605.0,255.0
3,3422,7430.0,301.0
2,3423,7428.0,273.0
2,3424,7427.0,273.0
3,3425,7422.0,286.0
3,3426,7362.0,255.0
0,3427,7605.0,245.0
3,3428,7605.0,230.0
3,3429,7234.0,273.0
2,3430,7605.0,263.0
1,3431,7605.0,301.0
3,3432,7605.0,273.0
2,3433,7421.0,285.0
1,3434,7605.0,310.0
3,3435,7590.0,263.0
3,3436,7421.0,273.0
3,3437,7590.0,263.0
3,3438,7396.0,273.0
3,3439,7421.0,273.0
2,3440,7589.0,245.0
2,3441,7586.0,376.0
2,3442,7411.0,321.0
2,3443,7410.0,286.0
3,3444,7359.0,346.0
0,3445,7409.0,347.0
3,3446,7409.0,273.0
3,3447,7396.0,263.0
0,3448,7396.0,255.0
3,3449,7409.0,273.0
3,3450,7396.0,255.0
3,3451,7584.0,301.0
2,3452,7584.0,301.0
3,3453,7347.0,301.0
3,3454,7406.0,273.0
3,3455,7393.0,273.0
3,3456,7343.0,295.0
2,3457,7393.0,263.0
3,3458,7390.0,273.0
3,3459,7582.0,231.0
3,3460,7389.0,231.0
3,3461,7396.0,301.0
3,3462,7396.0,301.0
3,3463,7383.0,183.0
2,3464,7383.0,309.0
1,3465,7383.0,315.0
3,3466,7383.0,286.0
1,3467,7577.0,301.0
3,3468,7380.0,245.0
3,3469,7383.0,309.0
3,3470,7382.0,310.0
3,3471,7381.0,273.0
2,3472,7563.0,207.0
2,3473,7377.0,301.0
2,3474,7558.0,273.0
2,3475,7379.0,295.0
3,3476,7341.0,310.0
1,3477,7552.0,231.0
3,3478,7379.0,321.0
3,3479,7370.0,245.0
3,3480,7916.0,286.0
3,3481,7365.0,255.0
3,3482,7369.0,273.0
2,3483,7552.0,273.0
3,3484,7551.0,231.0
1,3485,7364.0,313.0
3,3486,7550.0,301.0
3,3487,7363.0,310.0
3,3488,7360.0,273.0
2,3489,7550.0,273.0
2,3490,7342.0,207.0
1,3491,7550.0,313.0
3,3492,7338.0,255.0
2,3493,7545.0,301.0
2,3494,7335.0,301.0
3,3495,7325.0,187.0
3,3496,7536.0,273.0
3,3497,7535.0,230.0
0,3498,7325.0,275.0
3,3499,7309.0,376.0
1,3500,7361.0,301.0
3,3501,7534.0,231.0
2,3502,7531.0,231.0
2,3503,7309.0,301.0
1,3504,7528.0,273.0
2,3505,7528.0,310.0
3,3506,7528.0,286.0
3,3507,7309.0,273.0
3,3508,7334.0,273.0
2,3509,7525.0,301.0
2,3510,7361.0,273.0
2,3511,7520.0,230.0
1,3512,7519.0,301.0
1,3513,7518.0,231.0
3,3514,7231.0,273.0
1,3515,7518.0,255.0
2,3516,7361.0,272.0
3,3517,7518.0,272.0
3,3518,7518.0,313.0
3,3519,7361.0,272.0
1,3520,7518.0,372.0
3,3521,7334.0,376.0
3,3522,7361.0,272.0
1,3523,7358.0,272.0
3,3524,7334.0,231.0
1,3525,7350.0,310.0
2,3526,7518.0,231.0
3,3527,7518.0,231.0
3,3528,7330.0,207.0
2,3529,7329.0,187.0
3,3530,7518.0,301.0
3,3531,7908.0,169.0
3,3532,7518.0,301.0
2,3533,7324.0,309.0
3,3534,7518.0,301.0
3,3535,7518.0,231.0
3,3536,7503.0,226.0
2,3537,7344.0,353.0
3,3538,7499.0,301.0
2,3539,7498.0,231.0
2,3540,7494.0,272.0
3,3541,7344.0,272.0
0,3542,7336.0,272.0
3,3543,7327.0,272.0
2,3544,7321.0,245.0
3,3545,7320.0,272.0
2,3546,7492.0,230.0
3,3547,7489.0,301.0
3,3548,7309.0,301.0
3,3549,7488.0,272.0
2,3550,7320.0,310.0
1,3551,7317.0,230.0
3,3552,7488.0,310.0
2,3553,7319.0,331.0
3,3554,7309.0,285.0
2,3555,7488.0,207.0
3,3556,7306.0,321.0
3,3557,7299.0,301.0
2,3558,7297.0,231.0
3,3559,7487.0,245.0
3,3560,7319.0,272.0
1,3561,7309.0,301.0
3,3562,7475.0,301.0
3,3563,7475.0,272.0
3,3564,7309.0,286.0
0,3565,7288.0,145.0
3,3566,7472.0,231.0
3,3567,7319.0,272.0
3,3568,7465.0,285.0
3,3569,7284.0,207.0
3,3570,7309.0,301.0
3,3571,7307.0,301.0
2,3572,7462.0,272.0
2,3573,7458.0,299.0
2,3574,7318.0,286.0
2,3575,7209.0,231.0
3,3576,7298.0,231.0
2,3577,7455.0,376.0
3,3578,7277.0,272.0
1,3579,7454.0,299.0
3,3580,7275.0,231.0
2,3581,7452.0,231.0
3,3582,7284.0,285.0
3,3583,7452.0,299.0
2,3584,7452.0,231.0
3,3585,7280.0,376.0
3,3586,7452.0,226.0
0,3587,7452.0,230.0
2,3588,7267.0,305.0
2,3589,7446.0,376.0
1,3590,7295.0,286.0
1,3591,7443.0,169.0
3,3592,7272.0,226.0
2,3593,7270.0,205.0
2,3594,7266.0,231.0
2,3595,7293.0,313.0
3,3596,7266.0,231.0
2,3597,7266.0,272.0
3,3598,7440.0,231.0
3,3599,7261.0,230.0
1,3600,7266.0,272.0
0,3601,7266.0,295.0
3,3602,7262.0,272.0
2,3603,7440.0,299.0
2,3604,7436.0,231.0
3,3605,7261.0,231.0
2,3606,7435.0,231.0
2,3607,7290.0,309.0
0,3608,7250.0,231.0
3,3609,7434.0,299.0
3,3610,7250.0,231.0
3,3611,7158.0,231.0
3,3612,7434.0,231.0
3,3613,7250.0,207.0
2,3614,7262.0,272.0
3,3615,7425.0,272.0
2,3616,7260.0,183.0
3,3617,7253.0,310.0
3,3618,7737.0,272.0
2,3619,7249.0,299.0
3,3620,7244.0,299.0
3,3621,7283.0,272.0
1,3622,7278.0,315.0
1,3623,7424.0,183.0
3,3624,7238.0,245.0
3,3625,7423.0,299.0
2,3626,7423.0,372.0
2,3627,7247.0,331.0
2,3628,7235.0,231.0
3,3629,7229.0,230.0
3,3630,7245.0,272.0
2,3631,7417.0,231.0
2,3632,7224.0,231.0
3,3633,7212.0,299.0
3,3634,7241.0,295.0
3,3635,7264.0,309.0
1,3636,7241.0,280.0
3,3637,7417.0,272.0
3,3638,7417.0,299.0
2,3639,7416.0,299.0
2,3640,7413.0,272.0
2,3641,7233.0,299.0
3,3642,7228.0,272.0
1,3643,7408.0,231.0
3,3644,7404.0,272.0
3,3645,7402.0,272.0
3,3646,7227.0,231.0
2,3647,7199.0,299.0
2,3648,7227.0,309.0
3,3649,7401.0,272.0
2,3650,7193.0,376.0
3,3651,7226.0,315.0
3,3652,7193.0,313.0
3,3653,7225.0,299.0
2,3654,7400.0,230.0
2,3655,7251.0,299.0
1,3656,7248.0,245.0
1,3657,7223.0,299.0
1,3658,7236.0,299.0
3,3659,7399.0,272.0
2,3660,7222.0,214.0
2,3661,7399.0,169.0
3,3662,7399.0,299.0
2,3663,7222.0,376.0
0,3664,7222.0,305.0
1,3665,7222.0,313.0
2,3666,7215.0,183.0
2,3667,7222.0,231.0
3,3668,7193.0,231.0
2,3669,7399.0,285.0
2,3670,7399.0,161.0
3,3671,7395.0,272.0
3,3672,7391.0,183.0
3,3673,7222.0,231.0
1,3674,7391.0,315.0
2,3675,7222.0,322.0
2,3676,7386.0,279.0
0,3677,7375.0,161.0
2,3678,7222.0,226.0
3,3679,7375.0,272.0
2,3680,7375.0,231.0
2,3681,7371.0,299.0
3,3682,7368.0,207.0
2,3683,7367.0,299.0
3,3684,7367.0,230.0
3,3685,7222.0,315.0
2,3686,7222.0,161.0
3,3687,7366.0,231.0
2,3688,7222.0,299.0
2,3689,7207.0,272.0
3,3690,7206.0,299.0
0,3691,7357.0,299.0
2,3692,7221.0,280.0
3,3693,7357.0,299.0
3,3694,7204.0,321.0
2,3695,7219.0,245.0
3,3696,7218.0,207.0
3,3697,7356.0,299.0
2,3698,7205.0,272.0
2,3699,7203.0,272.0
3,3700,7355.0,231.0
3,3701,7203.0,226.0
1,3702,7203.0,280.0
2,3703,7203.0,315.0
0,3704,7202.0,299.0
3,3705,7355.0,376.0
2,3706,7201.0,310.0
2,3707,7355.0,299.0
2,3708,7200.0,313.0
2,3709,7196.0,183.0
3,3710,7355.0,231.0
3,3711,7204.0,272.0
3,3712,7145.0,231.0
3,3713,7077.0,231.0
1,3714,7195.0,272.0
3,3715,7192.0,321.0
3,3716,7354.0,230.0
3,3717,7189.0,299.0
3,3718,7352.0,231.0
2,3719,7191.0,272.0
0,3720,7190.0,289.0
1,3721,7186.0,231.0
3,3722,7176.0,272.0
2,3723,7173.0,309.0
0,3724,7173.0,231.0
2,3725,7173.0,315.0
2,3726,7173.0,299.0
3,3727,7349.0,299.0
3,3728,7345.0,299.0
3,3729,7860.0,299.0
3,3730,7173.0,299.0
3,3731,7173.0,182.0
2,3732,7843.0,285.0
1,3733,7171.0,299.0
1,3734,7168.0,299.0
3,3735,7340.0,272.0
3,3736,7168.0,299.0
3,3737,7181.0,207.0
3,3738,7168.0,245.0
1,3739,7198.0,295.0
2,3740,7167.0,272.0
0,3741,3854.0,216.0
2,3742,7340.0,231.0
2,3743,7162.0,272.0
2,3744,7162.0,299.0
3,3745,7161.0,299.0
2,3746,7185.0,169.0
3,3747,7177.0,272.0
1,3748,7340.0,285.0
2,3749,7339.0,231.0
3,3750,7184.0,272.0
1,3751,7159.0,214.0
3,3752,7172.0,299.0
3,3753,7337.0,231.0
3,3754,7337.0,231.0
3,3755,7156.0,272.0
1,3756,7337.0,231.0
2,3757,7337.0,231.0
2,3758,7337.0,169.0
3,3759,7337.0,313.0
2,3760,7150.0,161.0
3,3761,7146.0,272.0
2,3762,7143.0,299.0
3,3763,7166.0,299.0
2,3764,7143.0,309.0
3,3765,7337.0,272.0
1,3766,7337.0,299.0
3,3767,7337.0,299.0
2,3768,7160.0,231.0
3,3769,7337.0,310.0
1,3770,7337.0,231.0
2,3771,7157.0,272.0
2,3772,7154.0,161.0
3,3773,7337.0,285.0
3,3774,7337.0,231.0
3,3775,7337.0,272.0
3,3776,7152.0,272.0
3,3777,7141.0,231.0
3,3778,7775.0,219.0
3,3779,7333.0,219.0
1,3780,7149.0,219.0
3,3781,7179.0,299.0
2,3782,7174.0,321.0
2,3783,7139.0,299.0
3,3784,7149.0,272.0
1,3785,7169.0,226.0
3,3786,7134.0,161.0
1,3787,7130.0,264.0
3,3788,7169.0,299.0
3,3789,7135.0,310.0
1,3790,7331.0,264.0
2,3791,7328.0,299.0
2,3792,7328.0,299.0
2,3793,7130.0,299.0
2,3794,7130.0,299.0
3,3795,7155.0,309.0
2,3796,7126.0,161.0
3,3797,7117.0,264.0
3,3798,7117.0,245.0
3,3799,7155.0,331.0
3,3800,7130.0,219.0
2,3801,7326.0,299.0
3,3802,7326.0,183.0
3,3803,7155.0,207.0
2,3804,7155.0,161.0
2,3805,7130.0,315.0
3,3806,7117.0,264.0
2,3807,7323.0,219.0
1,3808,7115.0,299.0
1,3809,7316.0,299.0
2,3810,7114.0,361.0
2,3811,7315.0,219.0
2,3812,7114.0,309.0
2,3813,7707.0,299.0
2,3814,7314.0,264.0
